46.553	137.000	0.000	913.324	-2.265	-1.669	2.813	36.384
48.275	137.010	0.000	913.391	-9.179	1.311	9.272	-8.130
49.979	137.020	0.000	913.458	-7.987	1.311	8.094	-9.324
51.697	137.030	0.000	913.524	-12.159	1.907	12.308	-8.915
53.404	137.040	0.000	913.591	-10.967	-6.437	12.717	30.411
55.122	137.050	0.000	913.658	-6.318	1.907	6.600	-16.798
56.837	137.060	0.000	913.724	-7.510	2.742	7.995	-20.056
58.557	137.070	0.000	913.791	-3.219	-3.219	4.552	45.000
60.276	137.080	0.000	913.858	-0.358	-2.623	2.647	82.235
61.978	137.090	0.000	913.924	-3.338	-8.941	9.543	69.528
63.698	137.100	0.000	913.991	-8.464	2.861	8.934	-18.677
65.415	137.110	0.000	914.058	1.907	-1.550	2.458	-39.094
67.135	137.120	0.000	914.124	-3.934	-6.318	7.443	58.092
68.854	137.130	0.000	914.191	-3.696	-3.934	5.397	46.790
70.572	137.140	0.000	914.258	-8.464	-5.245	9.957	31.787
72.290	137.150	0.000	914.324	-1.669	-0.358	1.707	12.095
73.993	137.160	0.000	914.391	-6.557	-0.119	6.558	1.042
75.698	137.170	0.000	914.458	-1.907	2.980	3.538	-57.381
77.418	137.180	0.000	914.524	-3.815	-2.503	4.563	33.275
79.123	137.190	0.000	914.591	-2.265	-4.292	4.853	62.176
80.843	137.200	0.000	914.658	-5.126	-4.172	6.609	39.144
82.565	137.210	0.000	914.724	-5.007	-3.219	5.952	32.735
84.271	137.220	0.000	914.791	-5.364	3.099	6.195	-30.018
85.971	137.230	0.000	914.858	-1.907	2.980	3.538	-57.381
87.660	137.240	0.000	914.924	1.192	0.000	1.192	0.000
89.376	137.250	0.000	914.991	-6.199	-6.080	8.683	44.444
91.095	137.260	0.000	915.058	-8.583	1.073	8.650	-7.125
92.815	137.270	0.000	915.124	-7.868	-1.550	8.019	11.143
94.504	137.280	0.000	915.191	-7.033	0.000	7.033	0.000
96.222	137.290	0.000	915.258	-12.279	-0.715	12.299	3.334
97.940	137.300	0.000	915.324	-15.736	-7.033	17.236	24.083
99.644	137.310	0.000	915.391	-12.159	-2.980	12.519	13.772
101.360	137.320	0.000	915.458	-6.795	3.099	7.468	-24.520
103.079	137.330	0.000	915.524	-16.213	1.550	16.286	-5.460
104.798	137.340	0.000	915.591	-9.298	0.119	9.299	-0.735
106.515	137.350	0.000	915.658	-10.014	0.119	10.014	-0.682
108.235	137.360	0.000	915.724	-6.676	3.815	7.689	-29.745
109.954	137.370	0.000	915.791	-10.252	4.649	11.257	-24.394
111.670	137.380	0.000	915.858	-13.590	-3.696	14.083	15.213
113.376	137.390	0.000	915.924	-8.941	0.477	8.953	-3.053
115.095	137.400	0.000	915.991	-12.636	-3.815	13.199	16.798
116.810	137.410	0.000	916.058	-15.378	-4.411	15.998	16.004
118.499	137.420	0.000	916.124	-18.478	0.596	18.487	-1.848
120.216	137.430	0.000	916.191	-13.113	1.431	13.191	-6.226
121.937	137.440	0.000	916.258	-10.610	-3.696	11.235	19.204
123.655	137.450	0.000	916.324	-17.762	-4.768	18.391	15.027
125.372	137.460	0.000	916.391	-20.027	-3.815	20.387	10.784
127.092	137.470	0.000	916.458	-15.616	-2.980	15.898	10.804
128.804	137.480	0.000	916.524	-26.107	0.954	26.124	-2.092
130.524	137.490	0.000	916.591	-31.710	3.934	31.953	-7.072
132.239	137.500	0.000	916.658	-38.028	1.550	38.060	-2.334
133.956	137.510	0.000	916.724	-43.631	1.311	43.651	-1.721
135.671	137.520	0.000	916.791	-59.367	-4.053	59.505	3.906
137.374	137.530	0.000	916.857	-70.215	10.848	71.048	-8.783
139.093	137.540	0.000	916.924	-80.824	4.649	80.958	-3.292
140.810	137.550	0.000	916.991	-91.076	14.186	92.175	-8.853
142.526	137.560	0.000	917.057	-112.653	17.047	113.936	-8.605
144.243	137.570	0.000	917.124	-134.469	18.001	135.668	-7.625
145.962	137.580	0.000	917.191	-158.907	17.405	159.857	-6.251
147.679	137.590	0.000	917.257	-191.689	18.001	192.532	-5.365
149.399	137.600	0.000	917.324	-223.042	22.650	224.189	-5.799
151.115	137.610	0.000	917.391	-259.640	20.146	260.420	-4.437
152.832	137.620	0.000	917.457	-317.099	32.544	318.765	-5.860
154.548	137.630	0.000	917.524	-397.922	31.591	399.174	-4.539
156.236	137.640	0.000	917.591	-472.905	46.373	475.173	-5.600
157.952	137.650	0.000	917.657	-538.114	54.240	540.841	-5.756
159.656	137.660	0.000	917.724	-599.746	67.115	603.490	-6.385
161.373	137.670	0.000	917.791	-641.469	90.599	647.835	-8.039
163.089	137.680	0.000	917.857	-661.973	109.196	670.919	-9.367
164.792	137.690	0.000	917.924	-649.337	119.687	660.275	-10.444
166.510	137.700	0.000	917.991	-613.574	129.105	627.010	-11.883
168.227	137.710	0.000	918.057	-562.672	107.408	572.832	-10.807
