Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence 1 filter = None, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 18dB, waiting time= 2.7s, sensitivity=20mV
3.8887	10.0	6.6713e-11	-1.23978e-05	-1.90736e-05	2.00273e-05	-119.052
7.2147	10.002	6.67263426e-11	-1.43052e-05	-2.9564e-05	3.24252e-05	-118.608
10.4773	10.004	6.673968519999999e-11	-6.67575e-06	1.52589e-05	1.81199e-05	117.474
13.7567	10.006	6.67530278e-11	1.04905e-05	-1.43052e-05	1.62126e-05	-51.708
17.0186	10.008	6.676637039999999e-11	3.71935e-05	2.86104e-06	3.62399e-05	6.228
20.5687	10.01	6.6779713e-11	4.19619e-05	3.71935e-05	5.72207e-05	41.688
23.8479	10.012	6.67930556e-11	2.3842e-05	1.90736e-06	2.19346e-05	8.616
27.1264	10.014	6.68063982e-11	4.38693e-05	9.53682e-07	4.38693e-05	0.846
30.4061	10.016	6.68197408e-11	3.52862e-05	1.62126e-05	3.71935e-05	26.094
33.6835	10.018	6.68330834e-11	2.9564e-05	3.81472e-05	4.86376e-05	52.194
37.2354	10.02	6.6846426e-11	2.19346e-05	1.71663e-05	2.86103e-05	39.288
40.514	10.022	6.68597686e-11	2.86103e-05	1.62126e-05	3.33788e-05	29.604
43.792	10.024	6.68731112e-11	4.10082e-05	3.71935e-05	5.43597e-05	43.476
47.0713	10.026	6.688645379999999e-11	4.76839e-05	2.86104e-06	4.76839e-05	2.352
50.3486	10.028	6.68997964e-11	3.05178e-05	4.38693e-05	5.43597e-05	54.948
53.6126	10.03	6.691313899999999e-11	4.29156e-05	3.24252e-05	5.53133e-05	37.692
56.9074	10.032	6.692648159999999e-11	3.91009e-05	2.3842e-05	4.76839e-05	32.592
60.1861	10.034	6.69398242e-11	4.67303e-05	3.14715e-05	5.72207e-05	34.062
63.4644	10.036	6.695316679999999e-11	1.81199e-05	1.52589e-05	2.47956e-05	36.57
66.7426	10.038	6.69665094e-11	2.6703e-05	3.52862e-05	4.48229e-05	50.298
70.0381	10.04	6.697985199999999e-11	2.00273e-05	2.6703e-05	3.52862e-05	49.512
73.3161	10.042	6.69931946e-11	1.23978e-05	2.19346e-05	2.47956e-05	62.742
76.6115	10.044	6.70065372e-11	1.90736e-05	-7.62945e-06	2.19346e-05	-17.352
