Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 12dB, waiting time= 2.1s, sensitivity=20mV
2.8709	10.0	6.6713e-11	-4.38693e-05	-0.000115395	0.000123979	-110.376
5.5898	10.1	6.738012999999999e-11	-3.52862e-05	-4.10082e-05	5.3406e-05	-132.042
8.2766	10.2	6.804726e-11	-2.86103e-05	-4.19619e-05	4.95913e-05	-124.284
10.9798	10.3	6.871439e-11	-9.63216e-05	-6.96187e-05	0.000118256	-142.35
13.6659	10.4	6.938152e-11	-0.000170709	-0.000102997	0.000199319	-149.43
16.353	10.5	7.004865e-11	-0.0003109	-0.000210763	0.000377657	-146.256
19.0402	10.6	7.071578e-11	-0.000470163	-0.000367166	0.00059605	-142.302
21.7271	10.7	7.138290999999999e-11	-0.000655178	-0.000591282	0.000880245	-138.126
24.3982	10.8	7.205004e-11	-0.00102711	-0.000883106	0.00135232	-139.416
27.085	10.9	7.271717e-11	-0.00113774	-0.00125695	0.00169564	-132.21
29.7721	11.0	7.33843e-11	0.00794989	0.00672534	0.010417	40.23
32.9869	11.1	7.405142999999999e-11	-0.00251867	-0.00200273	0.00321962	-141.552
35.6732	11.2	7.471856e-11	2.19346e-05	8.20165e-05	8.48775e-05	74.118
38.3605	11.3	7.538569e-11	-0.000951771	-0.000806812	0.00124646	-139.722
41.0467	11.4	7.605282e-11	-0.000793461	-0.000590328	0.00098706	-143.262
43.7181	11.5	7.671994999999999e-11	-3.14715e-05	1.33515e-05	3.05178e-05	157.11
46.4211	11.6	7.738708e-11	6.67575e-06	6.8665e-05	6.77113e-05	77.94
49.1073	11.7	7.805420999999999e-11	0.000234605	0.000176431	0.000291826	37.002
51.8109	11.8	7.872134e-11	-0.000235558	-0.000224114	0.000319483	-137.136
54.5132	11.9	7.938846999999999e-11	0.000132562	0.000100136	0.00016594	38.34
57.2009	12.0	8.00556e-11	-0.000186921	-0.000168801	0.000252726	-138.444
