Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 12dB, waiting time= 2.1s, sensitivity=20mV
2.9013	10.0	6.6713e-11	-5.3406e-05	-5.24523e-05	7.72481e-05	-137.664
5.6687	10.1	6.738012999999999e-11	-4.10082e-05	-4.76839e-05	6.19893e-05	-128.088
8.3563	10.2	6.804726e-11	-6.00817e-05	-9.5368e-06	5.72207e-05	-170.754
11.0421	10.3	6.871439e-11	-0.000105858	-8.58312e-05	0.000134469	-139.764
13.7302	10.4	6.938152e-11	-0.000150681	-9.15532e-05	0.000176431	-149.586
16.4171	10.5	7.004865e-11	-0.000297548	-0.000201226	0.000355722	-146.19
19.103	10.6	7.071578e-11	-0.000418665	-0.000374796	0.000561718	-138.414
21.8067	10.7	7.138290999999999e-11	-0.000623707	-0.000536922	0.000821117	-139.404
24.509	10.8	7.205004e-11	-0.000979431	-0.000848774	0.00129605	-139.194
27.2117	10.9	7.271717e-11	-0.00113679	-0.0012169	0.00166512	-133.092
29.9144	11.0	7.33843e-11	0.00762275	0.00631431	0.00990111	39.6
32.602	11.1	7.405142999999999e-11	-0.00246431	-0.00187016	0.00309755	-142.884
35.2894	11.2	7.471856e-11	9.05995e-05	7.05724e-05	0.000116349	38.25
37.9603	11.3	7.538569e-11	-0.000918392	-0.000746731	0.00118161	-140.79
40.6471	11.4	7.605282e-11	-0.000726704	-0.000535015	0.00090218	-143.79
43.3328	11.5	7.671994999999999e-11	-4.95913e-05	4.57766e-05	6.77113e-05	136.17
46.2917	11.6	7.738708e-11	5.72208e-06	6.38966e-05	6.38966e-05	82.29
48.9796	11.7	7.805420999999999e-11	0.000235558	0.00014782	0.000278475	32.178
51.6666	11.8	7.872134e-11	-0.00024605	-0.000195504	0.000312807	-141.378
54.3367	11.9	7.938846999999999e-11	7.72481e-05	6.77113e-05	0.000105858	40.95
57.0084	12.0	8.00556e-11	-0.000191689	-0.000144959	0.000237466	-142.044
