Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 12dB, waiting time= 2.1s, sensitivity=20mV
3.0803	6.0	4.00278e-11	-2.0981e-05	-6.00817e-05	6.5804e-05	-112.11
5.7839	6.1	4.0694929999999993e-11	5.72208e-06	-3.33788e-05	3.14715e-05	-81.162
8.4699	6.2	4.136206e-11	5.72208e-06	-2.3842e-05	2.19346e-05	-97.596
11.1732	6.3	4.2029189999999994e-11	-1.43052e-05	-1.62126e-05	1.81199e-05	-128.928
13.86	6.4	4.269632e-11	-4.7684e-06	-6.10356e-05	6.10356e-05	-91.23
16.5458	6.5	4.336345e-11	-1.81199e-05	-7.62944e-05	7.72481e-05	-98.676
19.5056	6.6	4.4030579999999994e-11	-2.86104e-06	-4.57766e-05	4.38693e-05	-97.764
22.1747	6.7	4.469771e-11	0.000145913	0.000144006	0.000205995	44.22
25.15	6.8	4.5364839999999995e-11	-0.000181199	-0.000186921	0.000263216	-134.592
27.8375	6.9	4.603197e-11	-9.53682e-07	6.67575e-06	6.67575e-06	90.0
30.5243	7.0	4.6699099999999995e-11	-2.76567e-05	-3.43325e-05	4.38693e-05	-130.956
33.226	7.1	4.7366229999999995e-11	-3.14715e-05	-3.52862e-05	4.57766e-05	-136.194
35.9132	7.2	4.8033359999999996e-11	-8.58313e-06	1.90736e-06	5.72208e-06	163.302
38.5835	7.3	4.8700489999999996e-11	-2.28883e-05	-3.14715e-05	3.43325e-05	-119.052
41.5431	7.4	4.936762e-11	-8.58313e-06	-1.14442e-05	1.71663e-05	-128.046
44.2287	7.5	5.0034749999999996e-11	-1.81199e-05	3.81473e-06	1.62126e-05	170.91
46.9167	7.6	5.0701879999999996e-11	8.58313e-06	-4.67303e-05	4.57766e-05	-78.69
49.6026	7.7	5.1369009999999997e-11	-2.76567e-05	1.23978e-05	2.9564e-05	158.43
52.2899	7.8	5.203614e-11	-2.47956e-05	-6.67575e-06	2.3842e-05	-169.56
54.9761	7.9	5.270327e-11	1.04905e-05	-1.62126e-05	1.71663e-05	-54.462
57.6787	8.0	5.33704e-11	-1.62126e-05	-5.24523e-05	5.43597e-05	-104.706
60.3664	8.1	5.403753e-11	-2.47956e-05	-6.67575e-06	2.47956e-05	-171.636
63.0521	8.2	5.470465999999999e-11	-2.86104e-06	-2.0981e-05	2.19346e-05	-80.838
65.7387	8.3	5.5371790000000004e-11	-5.72207e-05	-8.58313e-06	5.6267e-05	-169.38
68.4267	8.4	5.603892e-11	-2.47956e-05	-9.53682e-07	1.90736e-05	173.886
71.1284	8.5	5.670605e-11	5.72208e-06	-1.33515e-05	1.52589e-05	-68.196
73.8303	8.6	5.737317999999999e-11	-1.04905e-05	2.00273e-05	2.28883e-05	121.218
76.5172	8.7	5.804030999999999e-11	2.19346e-05	-7.62945e-06	2.3842e-05	-11.31
79.2214	8.8	5.870744e-11	-6.67575e-06	2.86104e-06	5.72208e-06	138.366
81.8914	8.9	5.937457e-11	-1.62126e-05	5.72208e-06	1.71663e-05	160.2
84.5941	9.0	6.004169999999999e-11	0.0	2.86104e-06	1.90736e-06	126.87
87.5378	9.1	6.070883e-11	-7.62945e-06	-1.81199e-05	1.90736e-05	-114.906
90.224	9.2	6.137595999999999e-11	-3.52862e-05	-6.00817e-05	6.77113e-05	-114.306
92.9115	9.3	6.204309e-11	-1.23978e-05	-2.6703e-05	2.86103e-05	-114.864
95.5974	9.4	6.271022e-11	0.0	-4.57766e-05	4.67303e-05	-88.386
98.556	9.5	6.337735e-11	-3.81473e-06	1.52589e-05	1.62126e-05	104.622
101.2438	9.6	6.404448e-11	-9.5368e-06	-9.5368e-06	1.04905e-05	-129.804
103.9287	9.7	6.471160999999999e-11	2.6703e-05	-3.81473e-06	2.86103e-05	-6.954
106.6167	9.8	6.537874000000001e-11	-3.62399e-05	-4.7684e-06	4.10082e-05	-171.996
109.2861	9.9	6.604587e-11	3.71935e-05	-7.62945e-06	3.62399e-05	-7.386
111.9748	10.0	6.6713e-11	-7.62944e-05	-3.24252e-05	8.01091e-05	-157.488
114.9317	10.1	6.738012999999999e-11	-2.47956e-05	-9.5368e-06	2.86103e-05	-157.482
117.6199	10.2	6.804726e-11	-3.14715e-05	-5.0545e-05	6.00817e-05	-125.394
120.322	10.3	6.871439e-11	-8.20165e-05	-8.01091e-05	0.000112534	-136.446
122.9936	10.4	6.938152e-11	-0.000163079	-0.000105858	0.000189782	-147.192
125.6799	10.5	7.004865e-11	-0.00024605	-0.000150681	0.00028515	-148.278
128.6217	10.6	7.071578e-11	-0.00036812	-0.000294687	0.000472071	-141.756
131.3087	10.7	7.138290999999999e-11	-0.000554089	-0.000456812	0.000713352	-140.388
133.9953	10.8	7.205004e-11	-0.000830654	-0.000665668	0.00106431	-141.39
136.6819	10.9	7.271717e-11	-0.000969891	-0.000983246	0.00137711	-134.664
139.6261	11.0	7.33843e-11	0.00682166	0.00533202	0.00865847	38.01
142.3127	11.1	7.405142999999999e-11	-0.00193215	-0.0014267	0.00240041	-143.682
145.0154	11.2	7.471856e-11	-1.71663e-05	1.23978e-05	2.3842e-05	140.196
147.7022	11.3	7.538569e-11	-0.000788692	-0.000594143	0.00098706	-143.448
150.4199	11.4	7.605282e-11	-0.000611309	-0.000452043	0.000759128	-143.4
153.0905	11.5	7.671994999999999e-11	-6.77113e-05	-1.23978e-05	6.38966e-05	-170.538
156.0342	11.6	7.738708e-11	1.52589e-05	9.15532e-05	9.25069e-05	76.974
