Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Transmssion measurment 2(HDPE),Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 18dB, waiting time= 2.7s, sensitivity=20mV
3.2516	11.3	7.538569e-11	-0.000609402	-0.000352861	0.000701908	-149.856
6.5783	11.31	7.545240299999999e-11	-0.000670437	-0.00038624	0.000771526	-150.114
9.8729	11.3205	7.552245164999999e-11	-0.000708584	-0.000391008	0.000807766	-151.044
13.1354	11.3305	7.558916465e-11	-0.00076199	-0.000441553	0.000877384	-149.814
16.4289	11.3405	7.565587765e-11	-0.000729565	-0.000480654	0.000870708	-146.712
19.6929	11.3505	7.572259064999999e-11	-0.000810627	-0.000495914	0.000949863	-148.596
22.9868	11.361	7.57926393e-11	-0.000840191	-0.000505451	0.000978477	-149.058
26.2647	11.371	7.58593523e-11	-0.000863079	-0.000539783	0.00101567	-147.99
29.5599	11.381	7.59260653e-11	-0.00090218	-0.000527386	0.00104523	-149.664
32.8547	11.3915	7.599611395e-11	-0.000939373	-0.000580791	0.00110245	-148.326
36.1493	11.4015	7.606282695e-11	-0.000979431	-0.000600819	0.00114632	-148.536
39.4275	11.4115	7.612953995e-11	-0.00101853	-0.000618938	0.00119019	-148.692
42.7214	11.4215	7.619625294999999e-11	-0.00103474	-0.00067139	0.00123406	-146.976
46.0158	11.432	7.62663016e-11	-0.00108434	-0.000681881	0.00127888	-147.774
49.3097	11.442	7.63330146e-11	-0.00113488	-0.000727657	0.00134564	-147.312
52.5899	11.452	7.63997276e-11	-0.00116063	-0.000733379	0.00137234	-147.672
55.8842	11.4625	7.646977625e-11	-0.00120164	-0.000806812	0.00144673	-146.1
59.1788	11.4725	7.653648925e-11	-0.00123215	-0.000823025	0.00148011	-146.256
62.4401	11.4825	7.660320225e-11	-0.00127412	-0.000892643	0.0015545	-145.02
65.719	11.493	7.66732509e-11	-0.00122357	-0.000879291	0.00150681	-144.264
68.9968	11.503	7.673996389999999e-11	-0.00121785	-0.000911716	0.00151921	-143.148
72.2602	11.513	7.68066769e-11	-0.00115681	-0.000880245	0.00145245	-142.698
75.5547	11.523	7.68733899e-11	-0.000964168	-0.0008297	0.00126935	-139.218
78.8335	11.5335	7.694343854999999e-11	-0.000670437	-0.000733379	0.000992782	-132.468
82.1113	11.5435	7.701015154999999e-11	-0.000235558	-0.000557903	0.000605587	-112.758
85.3902	11.5535	7.707686455e-11	0.000348093	-0.00023842	0.00042248	-34.266
88.6682	11.564	7.71469132e-11	0.00119115	0.000258448	0.00121785	12.318
91.9474	11.574	7.721362619999999e-11	0.00228979	0.000850681	0.00244333	20.346
95.2247	11.584	7.728033919999999e-11	0.00350286	0.00164891	0.00387384	25.188
98.5033	11.594	7.73470522e-11	0.00483897	0.00246908	0.00543311	27.042
101.7824	11.6045	7.741710085e-11	0.00616744	0.00339891	0.00704387	28.848
105.0761	11.6145	7.748381384999999e-11	0.00722888	0.00414756	0.00833613	29.844
108.3557	11.6245	7.755052684999999e-11	0.00792128	0.00465873	0.00919062	30.474
111.6502	11.635	7.76205755e-11	0.00782877	0.00470927	0.00914007	31.026
114.9287	11.645	7.768728849999999e-11	0.00711063	0.00435165	0.00833613	31.47
118.2071	11.655	7.775400149999999e-11	0.00564292	0.00349237	0.0066376	31.74
121.4688	11.665	7.782071449999999e-11	0.00389673	0.00246049	0.00460723	32.28
124.7473	11.6755	7.789076315e-11	0.00194646	0.00131131	0.00234701	33.924
128.0256	11.6855	7.795747614999999e-11	0.000433924	0.000442507	0.000617985	45.696
131.304	11.6955	7.802418914999999e-11	-0.000518803	-0.000122071	0.000532154	-166.764
134.5986	11.706	7.80942378e-11	-0.000897411	-0.000373842	0.000970844	-157.398
137.8926	11.716	7.81609508e-11	-0.000891689	-0.000403406	0.000977524	-155.688
141.1714	11.726	7.82276638e-11	-0.00067139	-0.000363352	0.000764851	-151.518
144.4501	11.736	7.82943768e-11	-0.000486376	-0.000317575	0.000581745	-146.946
147.7285	11.7465	7.836442545e-11	-0.000410082	-0.000302317	0.000506405	-143.676
151.0071	11.7565	7.843113845e-11	-0.00038624	-0.00024605	0.000455858	-147.588
154.2848	11.7665	7.849785145e-11	-0.0003109	-0.000163079	0.000350954	-152.508
157.5801	11.777	7.856790009999999e-11	-0.00019455	-8.86922e-05	0.000214578	-155.82
160.8583	11.787	7.863461310000001e-11	-0.000144006	1.23978e-05	0.000142098	174.372
164.1532	11.797	7.87013261e-11	-7.43871e-05	5.72208e-06	7.43871e-05	175.488
167.4148	11.807	7.87680391e-11	-0.000131608	-2.00273e-05	0.000133515	-171.144
170.6935	11.8175	7.883808775e-11	-0.000240327	-6.10356e-05	0.00024605	-165.888
173.9714	11.8275	7.890480075e-11	-0.000253679	-8.39238e-05	0.000265123	-161.838
177.2501	11.8375	7.897151375e-11	-0.00025654	-6.2943e-05	0.000263216	-166.53
180.529	11.848	7.90415624e-11	-0.000239373	-4.95913e-05	0.000244142	-168.318
183.8079	11.858	7.91082754e-11	-0.000282289	-0.000108719	0.000301363	-159.162
187.1014	11.868	7.91749884e-11	-0.000361444	-0.000168801	0.000395777	-155.418
190.3965	11.8785	7.924503705e-11	-0.000516895	-0.000247957	0.000572208	-154.212
193.6743	11.8885	7.931175005e-11	-0.000638966	-0.000341417	0.000723843	-151.95
196.9538	11.8985	7.937846304999999e-11	-0.000698093	-0.000411035	0.00080872	-149.586
200.2313	11.9085	7.944517604999999e-11	-0.00065041	-0.000336649	0.000731472	-152.526
203.5101	11.919	7.95152247e-11	-0.000513081	-0.000252726	0.000571255	-153.792
206.7881	11.929	7.95819377e-11	-0.000319483	-0.00015545	0.000352861	-153.87
210.0836	11.939	7.964865069999999e-11	-0.000217439	-7.82018e-05	0.000229836	-160.728
213.3616	11.9495	7.971869935e-11	-0.000176431	-4.38693e-05	0.000180245	-166.326
216.6391	11.9595	7.978541235e-11	-0.000185014	-6.77113e-05	0.000196458	-159.966
219.9191	11.9695	7.985212535e-11	-0.000247957	-0.000128747	0.000278475	-152.574
223.1975	11.9795	7.991883834999999e-11	-0.00036812	-0.000198365	0.000417711	-151.884
226.7478	11.99	7.9988887e-11	-0.000509266	-0.000258448	0.000568394	-152.892
230.0263	12.0	8.00556e-11	-0.000568394	-0.000280382	0.000629429	-153.6
