X 	 Y 	 R 	 theta 
#With Preamplifier,Finding A-B ,ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 18dB, waiting time= 1s, sensitivity=20mV, position 5.0085mm
-3.81472e-05	-1.90736e-05	3.81472e-05	-156.798
-7.62945e-06	-2.28883e-05	2.28883e-05	-105.948
-9.5368e-06	-3.05178e-05	3.05178e-05	-102.528
-2.28883e-05	9.5368e-06	2.28883e-05	151.698
-3.05178e-05	-2.86103e-05	3.81472e-05	-133.266
-5.72208e-06	-2.47956e-05	2.47956e-05	-109.656
-1.14442e-05	-7.62945e-06	1.14442e-05	-146.31
-2.47956e-05	1.33515e-05	2.47956e-05	145.302
0.0	-1.33515e-05	1.14442e-05	-99.462
9.5368e-06	1.90736e-06	1.14442e-05	8.13
-1.33515e-05	3.81473e-06	1.33515e-05	153.438
-3.24252e-05	-1.52589e-05	3.24252e-05	-152.1
-2.0981e-05	-1.33515e-05	2.28883e-05	-146.31
-2.6703e-05	-1.52589e-05	2.86103e-05	-153.438
-1.33515e-05	-1.14442e-05	1.33515e-05	-139.398
-2.47956e-05	-1.33515e-05	2.86103e-05	-154.8
