Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence with Filter (NE07A-B), ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 18dB, waiting time= 0.9s, sensitivity=20mV
1.4563	7.658	5.10888154e-11	1.52589e-05	-1.43052e-05	1.81199e-05	-40.362
2.9918	7.662	5.1115500599999994e-11	-2.86104e-06	1.62126e-05	1.71663e-05	91.974
4.7349	7.666	5.11421858e-11	-3.05178e-05	2.19346e-05	3.24252e-05	141.912
6.2228	7.67	5.1168871e-11	-1.90736e-06	1.71663e-05	1.71663e-05	101.31
7.7265	7.674	5.11955562e-11	1.90736e-05	0.0	1.71663e-05	2.49
9.2299	7.678	5.12222414e-11	-1.33515e-05	-2.00273e-05	1.90736e-05	-162.9
10.9884	7.682	5.12489266e-11	1.62126e-05	5.24523e-05	5.6267e-05	71.148
12.4765	7.686	5.1275611799999996e-11	-1.81199e-05	-1.71663e-05	2.57493e-05	-146.31
14.2517	7.69	5.1302297e-11	-1.04905e-05	-7.62945e-06	1.62126e-05	-119.052
15.7695	7.694	5.13289822e-11	4.38693e-05	6.67575e-06	3.52862e-05	9.66
17.5294	7.698	5.13556674e-11	4.76839e-05	0.0	4.19619e-05	-2.91
19.0006	7.702	5.1382352599999996e-11	-1.90736e-05	-2.76567e-05	3.24252e-05	-107.7
20.5034	7.706	5.14090378e-11	-3.81473e-06	-3.14715e-05	3.24252e-05	-90.0
22.0076	7.71	5.1435723e-11	2.6703e-05	9.5368e-06	2.86103e-05	20.556
23.4947	7.714	5.1462408200000003e-11	3.05178e-05	2.9564e-05	4.19619e-05	44.358
24.9983	7.718	5.1489093399999995e-11	-3.33788e-05	-1.23978e-05	3.33788e-05	-157.11
26.4845	7.722	5.15157786e-11	8.58313e-06	-6.67575e-06	9.5368e-06	-76.758
27.9729	7.726	5.15424638e-11	-8.58313e-06	2.57493e-05	2.6703e-05	78.96
29.7322	7.73	5.1569149e-11	-1.43052e-05	-2.9564e-05	3.05178e-05	-104.352
31.2196	7.734	5.1595834199999994e-11	-1.62126e-05	-1.81199e-05	2.0981e-05	-109.98
32.9956	7.738	5.16225194e-11	-1.71663e-05	-4.00546e-05	3.71935e-05	-99.462
34.4821	7.742	5.16492046e-11	-8.58313e-06	2.86103e-05	3.05178e-05	110.412
35.969	7.746	5.16758898e-11	0.0	-4.95913e-05	4.57766e-05	-86.58
37.4734	7.75	5.1702575e-11	-1.81199e-05	8.58313e-06	2.19346e-05	154.134
38.9611	7.754	5.172926019999999e-11	1.43052e-05	2.00273e-05	2.76567e-05	54.162
40.4466	7.758	5.1755945399999996e-11	-9.5368e-06	-1.33515e-05	1.23978e-05	-80.538
41.9343	7.762	5.1782630599999995e-11	4.57766e-05	0.0	4.38693e-05	6.444
43.4383	7.766	5.18093158e-11	8.58313e-06	3.24252e-05	3.24252e-05	60.102
45.1825	7.77	5.1836001e-11	-1.43052e-05	-2.6703e-05	3.05178e-05	-128.856
46.6855	7.774	5.1862686199999996e-11	2.9564e-05	-2.86104e-06	2.3842e-05	-16.86
48.4452	7.778	5.1889371399999994e-11	1.14442e-05	-9.5368e-06	1.52589e-05	-41.424
49.915	7.782	5.19160566e-11	-6.67575e-06	1.71663e-05	1.90736e-05	113.202
51.4035	7.786	5.1942741799999997e-11	-2.28883e-05	-9.53682e-07	2.00273e-05	-170.22
52.8912	7.79	5.1969426999999995e-11	3.81473e-06	4.19619e-05	4.19619e-05	78.342
54.3778	7.794	5.199611219999999e-11	-3.14715e-05	-2.47956e-05	4.48229e-05	-154.158
55.8652	7.798	5.20227974e-11	1.52589e-05	-1.04905e-05	2.19346e-05	-20.136
57.3357	7.802	5.2049482599999996e-11	1.14442e-05	2.3842e-05	2.57493e-05	57.528
58.8232	7.806	5.20761678e-11	-3.05178e-05	0.0	3.05178e-05	175.032
60.568	7.81	5.210285299999999e-11	2.19346e-05	-1.62126e-05	2.76567e-05	-28.302
62.0555	7.814	5.21295382e-11	-1.14442e-05	-8.58313e-06	1.23978e-05	-136.974
63.8134	7.818	5.2156223399999995e-11	-8.58313e-06	-1.71663e-05	1.52589e-05	-111.804
65.3016	7.822	5.21829086e-11	3.81473e-06	-4.00546e-05	4.10082e-05	-71.286
66.8055	7.826	5.220959379999999e-11	1.62126e-05	1.62126e-05	1.90736e-05	24.444
68.2917	7.83	5.2236278999999996e-11	9.5368e-06	0.0	1.23978e-05	0.0
69.7955	7.834	5.2262964199999994e-11	-1.14442e-05	2.6703e-05	3.14715e-05	112.008
71.3156	7.838	5.22896494e-11	-2.86103e-05	9.5368e-06	2.3842e-05	158.838
72.7861	7.842	5.23163346e-11	-3.14715e-05	1.04905e-05	2.19346e-05	139.638
74.2727	7.846	5.2343019799999995e-11	2.00273e-05	-2.00273e-05	2.47956e-05	-43.83
76.0328	7.85	5.2369704999999994e-11	-2.86104e-06	-3.81472e-05	3.91009e-05	-83.556
77.5365	7.854	5.23963902e-11	-1.52589e-05	9.5368e-06	1.81199e-05	174.096
79.2797	7.858	5.2423075399999997e-11	2.19346e-05	2.57493e-05	3.52862e-05	47.934
