Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence with Filter (NE02A-B), ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 18dB, waiting time= 0.9s, sensitivity=20mV
1.6769	7.3665	4.9144131449999997e-11	-1.43052e-05	3.71935e-05	3.33788e-05	114.102
3.2117	7.3705	4.9170816649999995e-11	3.71935e-05	1.04905e-05	4.29156e-05	10.308
4.6993	7.3745	4.919750185e-11	3.24252e-05	-2.3842e-05	3.62399e-05	-33.996
6.2034	7.3785	4.922418705e-11	-4.7684e-06	1.52589e-05	1.62126e-05	111.372
7.7067	7.3825	4.925087225e-11	-2.00273e-05	2.86104e-06	1.23978e-05	-167.904
9.2103	7.3865	4.9277557449999994e-11	1.90736e-06	-2.86104e-06	5.72208e-06	-7.596
10.681	7.3905	4.930424265e-11	3.81473e-06	2.19346e-05	1.90736e-05	79.506
12.1691	7.3945	4.933092785e-11	2.3842e-05	3.81473e-06	1.71663e-05	11.766
13.6564	7.3985	4.935761305e-11	3.81473e-06	0.0	7.62945e-06	-55.302
15.128	7.4025	4.938429825e-11	2.86104e-06	-9.5368e-06	6.67575e-06	-167.904
16.5993	7.4065	4.941098345e-11	-9.53682e-07	-1.62126e-05	1.52589e-05	-66.498
18.3584	7.4105	4.9437668649999996e-11	3.43325e-05	1.62126e-05	3.81472e-05	29.622
19.8291	7.4145	4.946435385e-11	2.86104e-06	3.43325e-05	3.62399e-05	86.934
21.589	7.4185	4.949103905e-11	0.0	5.72208e-06	4.7684e-06	56.31
23.0761	7.4225	4.951772425e-11	-4.7684e-06	1.33515e-05	9.5368e-06	58.392
24.5319	7.4265	4.9544409449999995e-11	-3.43325e-05	-1.81199e-05	3.91009e-05	-148.092
26.0193	7.4305	4.957109465e-11	-3.43325e-05	1.71663e-05	4.57766e-05	154.134
27.5062	7.4345	4.959777985e-11	8.58313e-06	1.71663e-05	2.00273e-05	45.0
28.9942	7.4385	4.962446505e-11	-4.7684e-06	1.43052e-05	1.71663e-05	56.82
30.4809	7.4425	4.9651150249999995e-11	2.3842e-05	5.0545e-05	6.00817e-05	53.88
31.9687	7.4465	4.967783545e-11	3.05178e-05	-2.6703e-05	4.19619e-05	-28.542
33.7119	7.4505	4.970452065e-11	8.58313e-06	1.62126e-05	2.0981e-05	59.622
35.2151	7.4545	4.973120585e-11	1.90736e-06	6.77113e-05	6.48503e-05	87.54
36.9588	7.4585	4.9757891049999994e-11	1.14442e-05	1.90736e-06	1.23978e-05	14.742
38.4301	7.4625	4.978457625e-11	-1.62126e-05	2.19346e-05	2.3842e-05	122.196
39.9175	7.4665	4.9811261449999997e-11	-1.14442e-05	-1.62126e-05	1.81199e-05	-139.188
41.4045	7.4705	4.983794665e-11	-1.14442e-05	-9.5368e-06	1.43052e-05	-121.758
42.9082	7.4745	4.986463185e-11	3.71935e-05	2.3842e-05	4.48229e-05	29.31
44.3797	7.4785	4.989131705e-11	-2.0981e-05	3.14715e-05	3.81472e-05	116.562
45.8503	7.4825	4.9918002249999996e-11	3.24252e-05	1.90736e-05	3.24252e-05	42.438
47.3384	7.4865	4.994468745e-11	4.38693e-05	2.9564e-05	5.43597e-05	35.616
48.8419	7.4905	4.997137265e-11	2.28883e-05	3.81473e-06	2.86103e-05	20.694
50.3293	7.4945	4.999805785e-11	9.5368e-06	1.90736e-06	6.67575e-06	18.432
52.0723	7.4985	5.0024743049999995e-11	-9.53682e-07	-1.33515e-05	1.33515e-05	-53.616
53.5434	7.5025	5.005142825e-11	-1.81199e-05	-1.33515e-05	2.28883e-05	-155.694
55.0152	7.5065	5.007811345e-11	2.28883e-05	1.23978e-05	2.6703e-05	22.068
56.5345	7.5105	5.010479865e-11	2.57493e-05	1.71663e-05	3.33788e-05	26.076
58.038	7.5145	5.0131483849999995e-11	1.33515e-05	-5.72208e-06	1.14442e-05	-18.432
59.5252	7.5185	5.015816905e-11	-2.86104e-06	4.19619e-05	3.81472e-05	95.196
61.0127	7.5225	5.018485425e-11	1.62126e-05	3.52862e-05	4.10082e-05	63.438
62.4999	7.5265	5.021153945e-11	2.86104e-06	1.33515e-05	1.23978e-05	118.074
64.2584	7.5305	5.023822465e-11	1.90736e-06	1.90736e-05	1.81199e-05	61.698
65.7625	7.5345	5.026490985e-11	-3.71935e-05	-4.7684e-06	3.05178e-05	-177.336
67.5054	7.5385	5.0291595049999997e-11	-9.5368e-06	-5.72208e-06	1.33515e-05	-128.658
68.9934	7.5425	5.031828025e-11	1.71663e-05	-7.62945e-06	1.04905e-05	-63.438
70.4803	7.5465	5.034496545e-11	2.3842e-05	-9.53682e-07	2.19346e-05	-7.35
71.968	7.5505	5.037165065e-11	1.04905e-05	-1.81199e-05	2.00273e-05	-58.392
73.4546	7.5545	5.0398335849999996e-11	1.23978e-05	3.24252e-05	3.52862e-05	69.828
74.9427	7.5585	5.042502105e-11	-2.19346e-05	2.86104e-06	1.33515e-05	145.494
76.414	7.5625	5.045170625e-11	-2.00273e-05	9.5368e-06	1.52589e-05	115.344
77.8853	7.5665	5.047839145e-11	3.71935e-05	-1.71663e-05	4.38693e-05	-19.248
79.3727	7.5705	5.0505076649999995e-11	2.19346e-05	-1.33515e-05	2.76567e-05	-25.974
80.8601	7.5745	5.0531761849999993e-11	-9.53682e-07	2.19346e-05	2.0981e-05	104.034
82.3474	7.5785	5.055844705e-11	1.43052e-05	-1.62126e-05	2.19346e-05	-52.818
83.8509	7.5825	5.0585132249999996e-11	-2.47956e-05	7.62945e-06	3.24252e-05	161.916
85.3218	7.5865	5.0611817449999994e-11	3.05178e-05	1.62126e-05	3.62399e-05	26.094
87.0652	7.5905	5.063850264999999e-11	-7.62945e-06	-2.86104e-06	5.72208e-06	-140.196
88.5527	7.5945	5.066518785e-11	5.72208e-06	2.00273e-05	2.3842e-05	48.24
