Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence with Filter (NE03A-B), ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 18dB, waiting time= 0.9s, sensitivity=20mV
1.4694	7.5635	5.045837755e-11	-1.14442e-05	2.3842e-05	2.86103e-05	129.288
3.0048	7.5675	5.048506275e-11	-2.00273e-05	-2.3842e-05	2.57493e-05	-122.472
4.4762	7.5715	5.051174795e-11	0.0	-4.57766e-05	4.57766e-05	-88.338
5.979	7.5755	5.0538433149999996e-11	-2.6703e-05	-3.81473e-06	2.57493e-05	-163.446
7.4669	7.5795	5.056511835e-11	7.62945e-06	2.57493e-05	2.76567e-05	91.302
8.9543	7.5835	5.059180355e-11	-1.81199e-05	4.76839e-05	5.6267e-05	120.3
10.4257	7.5875	5.061848875e-11	1.62126e-05	1.04905e-05	1.71663e-05	36.87
11.8962	7.5915	5.0645173949999995e-11	9.53682e-07	1.81199e-05	1.81199e-05	60.75
13.3844	7.5955	5.067185915e-11	-1.71663e-05	1.90736e-05	2.19346e-05	125.31
14.8878	7.5995	5.069854435e-11	-3.81472e-05	-1.33515e-05	4.38693e-05	-153.084
16.359	7.6035	5.072522955e-11	-2.0981e-05	1.90736e-06	1.90736e-05	159.678
18.1023	7.6075	5.0751914749999995e-11	2.19346e-05	-1.14442e-05	2.6703e-05	-30.258
19.5899	7.6115	5.077859995e-11	-1.14442e-05	8.58313e-06	1.52589e-05	146.31
21.093	7.6155	5.080528515e-11	5.81744e-05	2.86103e-05	6.2943e-05	27.696
22.5646	7.6195	5.083197035e-11	9.53682e-07	2.28883e-05	2.57493e-05	81.348
24.0357	7.6235	5.0858655549999994e-11	2.19346e-05	2.9564e-05	3.24252e-05	70.77
25.5232	7.6275	5.088534075e-11	-2.3842e-05	1.62126e-05	2.86103e-05	137.046
27.0106	7.6315	5.0912025949999997e-11	2.19346e-05	-1.52589e-05	2.9564e-05	-26.562
28.4816	7.6355	5.093871115e-11	0.0	3.24252e-05	3.05178e-05	99.864
29.9534	7.6395	5.096539635e-11	6.67577e-05	3.14715e-05	7.24797e-05	32.514
31.4247	7.6435	5.099208155e-11	3.91009e-05	-2.86104e-06	3.43325e-05	0.0
32.9122	7.6475	5.1018766749999996e-11	-9.5368e-06	5.72208e-06	1.62126e-05	169.506
34.383	7.6515	5.104545195e-11	2.3842e-05	4.00546e-05	4.10082e-05	60.126
35.871	7.6555	5.107213715e-11	2.19346e-05	-3.81472e-05	4.48229e-05	-51.606
37.3581	7.6595	5.109882235e-11	4.10082e-05	4.10082e-05	5.9128e-05	36.36
38.8455	7.6635	5.1125507549999995e-11	-5.72208e-06	3.24252e-05	3.62399e-05	103.572
40.3329	7.6675	5.115219275e-11	2.28883e-05	6.67575e-06	2.86103e-05	19.656
41.8353	7.6715	5.117887795e-11	-4.7684e-06	5.72208e-06	5.72208e-06	26.562
