Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#With Preamplifier, Amplification 1, Chopper 230Hz, time constant=0.03, sensitivity=10mV
10.5	7.004865e-11	-0.000144006	-6.8665e-05	0.000154496	-148.866
10.51	7.011536299999999e-11	-0.000142098	-2.86104e-06	0.000183106	-171.588
10.52	7.018207599999999e-11	-0.000162602	2.62262e-05	0.000159741	175.992
10.53	7.0248789e-11	-0.000168324	-4.43461e-05	0.000164987	-165.204
10.54	7.031550199999998e-11	-0.000192643	3.81473e-06	0.000217916	-179.328
10.55	7.0382215e-11	-0.000168324	4.19619e-05	0.000202657	166.962
10.56	7.0448928e-11	-0.000227929	5.10218e-05	0.000218869	166.32
10.57	7.0515641e-11	-0.000237466	1.14442e-05	0.000264646	178.212
10.58	7.058235399999999e-11	-0.000230313	-2.90872e-05	0.000205995	-171.54
10.59	7.0649067e-11	-0.000179769	-2.28883e-05	0.00019455	-172.53
10.6	7.071578e-11	-0.00022936	-3.67167e-05	0.000228883	-177.42
10.61	7.0782493e-11	-0.000293734	-4.38693e-05	0.00031233	-168.204
10.62	7.084920599999999e-11	-0.000233651	-5.0545e-05	0.000235558	-176.574
10.63	7.0915919e-11	-0.000203134	-2.0981e-05	0.000185967	-172.902
10.64	7.0982632e-11	-0.000204087	-3.09946e-05	0.00021267	-168.09
10.65	7.104934499999999e-11	-0.000223161	-1.66894e-05	0.000251295	-170.85
10.66	7.1116058e-11	-0.000254633	-4.19619e-05	0.000290873	-179.226
10.67	7.1182771e-11	-0.000260355	-3.43325e-05	0.000269415	-166.638
10.68	7.1249484e-11	-0.000266554	-5.72208e-06	0.0002656	-176.328
10.69	7.131619699999999e-11	-0.000272753	-1.43052e-06	0.000252249	-176.106
10.7	7.138290999999999e-11	-0.000242711	4.24387e-05	0.00024605	-178.872
10.71	7.1449623e-11	-0.000304701	1.1921e-05	0.000293257	178.632
10.72	7.151633600000001e-11	-0.00027466	-1.28747e-05	0.000262262	-178.848
