Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 

4.0	2.66852e-11	-0.000102282	-6.60424e-05	8.36854e-05	-123.954
4.005	2.6718556499999996e-11	-5.67439e-05	-4.79224e-05	5.96049e-05	-121.296
4.01	2.6751912999999997e-11	-6.2943e-05	-2.86104e-06	6.62808e-05	-168.624
4.015	2.6785269499999995e-11	-3.31404e-05	-1.1921e-06	7.74865e-05	-170.778
4.02	2.6818625999999996e-11	-4.91145e-05	-7.36718e-05	6.81882e-05	-101.472
4.025	2.68519825e-11	-9.32221e-05	-2.2173e-05	0.000107289	-165.042
4.03	2.6885339e-11	-9.08379e-05	-6.10356e-05	0.000124455	-168.186
4.035	2.69186955e-11	-5.65054e-05	3.2902e-05	0.00011158	-173.7
4.04	2.6952052e-11	-0.000116349	3.48093e-05	0.000126601	-166.92
4.045	2.6985408499999998e-11	-1.69278e-05	-1.45436e-05	2.71798e-05	-101.028
4.05	2.7018765e-11	-9.03611e-05	-6.74729e-05	0.000126363	-141.036
4.055	2.7052121499999996e-11	-6.0797e-05	4.36308e-05	3.64783e-05	160.02
4.06	2.7085477999999997e-11	-9.203e-05	-8.36854e-05	0.000117302	-134.73
4.065	2.7118834500000002e-11	-0.00012684	-5.76975e-05	0.000157834	-149.592
4.07	2.7152191e-11	-3.31404e-05	-8.34471e-06	3.40941e-05	-149.238
4.075	2.71855475e-11	-5.26907e-05	-1.07289e-05	4.76839e-05	-159.996
4.08	2.7218903999999998e-11	-7.62944e-05	-5.26907e-05	5.86512e-05	-126.492
4.085	2.72522605e-11	-6.93803e-05	0.0	0.00010109	173.622
4.09	2.7285616999999997e-11	-7.93939e-05	-3.17099e-05	9.46526e-05	-137.34
4.095	2.7318973499999998e-11	-7.36718e-05	-1.88352e-05	0.000105381	-165.156
4.1	2.7352329999999996e-11	-6.93803e-05	-2.3842e-07	1.21594e-05	-164.514
4.105	2.7385686500000003e-11	-8.51159e-05	-0.00013137	0.000172139	-133.518
4.11	2.7419043e-11	-6.50887e-05	-6.10356e-05	9.203e-05	-133.17
4.115	2.74523995e-11	-0.000129701	-5.00681e-05	0.000164987	-150.408
4.12	2.7485756e-11	-0.000132562	-5.72208e-06	9.60832e-05	-154.452
4.125	2.7519112499999997e-11	-7.86787e-06	9.53682e-07	1.04905e-05	-157.188
4.13	2.7552468999999998e-11	-9.98979e-05	-6.34198e-05	0.000132085	-158.064
4.135	2.7585825499999996e-11	-7.6056e-05	-2.31267e-05	9.89442e-05	-150.126
4.14	2.7619181999999997e-11	-0.000101567	-3.07562e-05	8.86922e-05	179.646
4.145	2.7652538499999995e-11	-0.000115395	-4.38693e-05	9.44142e-05	-174.054
4.15	2.7685895000000002e-11	-0.000114441	-2.12194e-05	9.91826e-05	-150.648
4.155	2.77192515e-11	-5.38828e-05	-6.69961e-05	0.000147105	-150.42
4.16	2.7752608e-11	-6.43735e-05	-6.05586e-05	9.67984e-05	-140.832
4.165	2.77859645e-11	-6.19891e-06	-6.43735e-05	5.81744e-05	-133.602
4.17	2.7819321e-11	-5.31676e-05	-5.38828e-05	0.00010562	-167.964
4.175	2.7852677499999997e-11	-0.000103236	-3.31404e-05	0.000104428	-178.416
4.18	2.7886033999999995e-11	-5.81744e-05	5.48366e-06	8.13012e-05	-149.682
4.185	2.7919390499999996e-11	-7.36718e-05	-4.45845e-05	0.000114441	-153.474
4.19	2.7952747e-11	-9.03611e-05	-2.76567e-05	6.79498e-05	-129.162
4.195	2.79861035e-11	-6.34198e-05	-3.67167e-05	7.24797e-05	-167.286
4.2	2.801946e-11	-0.000134707	-6.60424e-05	0.000118494	-150.45
4.205	2.80528165e-11	-3.50478e-05	-2.2173e-05	9.17916e-05	-160.05
4.21	2.8086172999999998e-11	-8.96459e-05	-0.000112534	0.000127793	-142.584
4.215	2.81195295e-11	-0.000112534	-1.95504e-05	9.58447e-05	169.254
4.22	2.8152885999999996e-11	-0.000107527	-4.98297e-05	0.000128509	-147.87
4.225	2.8186242499999997e-11	-4.95913e-05	-6.91417e-06	5.19755e-05	-146.37
4.23	2.8219599000000002e-11	-0.000134231	-7.12876e-05	0.000166656	-139.008
4.235	2.82529555e-11	-5.43597e-05	-3.38557e-05	6.53272e-05	-163.038
4.24	2.8286312e-11	-0.000125886	-1.4782e-05	0.00014186	-179.568
4.245	2.8319668499999998e-11	-9.48911e-05	1.88352e-05	0.00010562	-159.996
