Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#With Preamplifier, Amplification 1,High pass 100Hz, low pass 300Hz Chopper 230Hz, time constant=0.03, sensitivity=10mV
4.0	2.66852e-11	3.8624e-05	2.62262e-05	3.67167e-05	52.908
4.005	2.6718556499999996e-11	-1.43052e-06	-3.33788e-05	3.95777e-05	-94.764
4.01	2.6751912999999997e-11	1.52589e-05	-2.00273e-05	1.43052e-05	-154.47
4.015	2.6785269499999995e-11	3.62399e-05	-1.23978e-05	5.0545e-05	-10.62
4.02	2.6818625999999996e-11	-1.81199e-05	-5.24524e-06	1.38283e-05	-115.116
4.025	2.68519825e-11	6.19891e-06	2.47956e-05	3.2902e-05	60.048
4.03	2.6885339e-11	1.43052e-05	-1.71663e-05	3.48093e-05	-35.136
4.035	2.69186955e-11	4.76841e-07	7.62945e-06	5.72208e-06	-133.212
4.04	2.6952052e-11	2.86103e-05	3.14715e-05	4.86376e-05	16.8
4.045	2.6985408499999998e-11	2.24115e-05	5.72208e-06	5.24524e-06	156.798
4.05	2.7018765e-11	-2.81335e-05	-2.3842e-06	2.6703e-05	-80.238
4.055	2.7052121499999996e-11	-4.38693e-05	-9.05996e-06	3.09946e-05	-133.668
4.06	2.7085477999999997e-11	2.86104e-06	4.81608e-05	2.52725e-05	83.478
4.065	2.7118834500000002e-11	-2.19346e-05	-2.05041e-05	4.29156e-05	-5.334
4.07	2.7152191e-11	-2.33651e-05	-2.28883e-05	3.14715e-05	-123.906
4.075	2.71855475e-11	8.10629e-06	1.76431e-05	2.6703e-05	138.408
4.08	2.7218903999999998e-11	7.62945e-06	5.72208e-06	1.66894e-05	87.426
4.085	2.72522605e-11	-2.00273e-05	-1.90736e-06	2.62262e-05	156.114
4.09	2.7285616999999997e-11	-1.1921e-05	1.09673e-05	1.95504e-05	4.674
4.095	2.7318973499999998e-11	-2.86104e-06	-2.00273e-05	3.09946e-05	-151.866
4.1	2.7352329999999996e-11	1.81199e-05	-1.14442e-05	1.85968e-05	-128.16
4.105	2.7385686500000003e-11	1.09673e-05	-1.43052e-05	2.90872e-05	-10.164
4.11	2.7419043e-11	3.33787e-06	-2.43188e-05	2.86103e-05	-104.532
4.115	2.74523995e-11	-2.6703e-05	1.90736e-06	2.19346e-05	-164.052
4.12	2.7485756e-11	1.1921e-05	-1.43052e-06	3.67167e-05	6.132
4.125	2.7519112499999997e-11	1.76431e-05	-1.4782e-05	1.28747e-05	-137.64
4.13	2.7552468999999998e-11	-1.90736e-06	1.66894e-05	2.43188e-05	28.26
4.135	2.7585825499999996e-11	-3.43325e-05	4.7684e-06	1.28747e-05	180.0
4.14	2.7619181999999997e-11	-4.05314e-05	3.81472e-05	4.86376e-05	178.092
4.145	2.7652538499999995e-11	1.43052e-06	2.6703e-05	2.9564e-05	70.02
4.15	2.7685895000000002e-11	-1.33515e-05	4.29156e-06	1.28747e-05	-130.428
4.155	2.77192515e-11	2.86104e-06	-6.67575e-06	3.00409e-05	-55.788
4.16	2.7752608e-11	-7.62945e-06	-2.43188e-05	5.9128e-05	-127.482
4.165	2.77859645e-11	-2.71798e-05	2.0981e-05	4.91145e-05	127.362
4.17	2.7819321e-11	-2.28883e-05	0.0	2.86103e-05	-166.674
4.175	2.7852677499999997e-11	1.23978e-05	-1.66894e-05	2.43188e-05	-148.644
4.18	2.7886033999999995e-11	8.58313e-06	1.38283e-05	3.38557e-05	21.708
4.185	2.7919390499999996e-11	-1.90736e-05	0.0	1.33515e-05	-104.034
4.19	2.7952747e-11	1.00136e-05	8.58313e-06	1.23978e-05	-162.648
4.195	2.79861035e-11	-2.47956e-05	2.19346e-05	2.90872e-05	74.292
4.2	2.801946e-11	-3.2902e-05	1.28747e-05	3.71935e-05	121.23
4.205	2.80528165e-11	-1.76431e-05	2.9564e-05	2.9564e-05	111.426
4.21	2.8086172999999998e-11	1.4782e-05	6.19891e-06	1.66894e-05	109.026
4.215	2.81195295e-11	4.76841e-07	-8.58313e-06	2.28883e-05	-161.898
4.22	2.8152885999999996e-11	-1.04905e-05	-4.7684e-06	1.43052e-05	93.252
4.225	2.8186242499999997e-11	-3.00409e-05	8.58313e-06	2.14578e-05	123.942
4.23	2.8219599000000002e-11	-1.95504e-05	1.04905e-05	1.85968e-05	93.27
4.235	2.82529555e-11	-1.62126e-05	-3.00409e-05	5.48365e-05	-150.948
4.24	2.8286312e-11	-1.04905e-05	2.86103e-05	3.33788e-05	-172.746
4.245	2.8319668499999998e-11	-5.24524e-06	1.4782e-05	2.19346e-05	-137.628
4.25	2.8353025e-11	-3.76704e-05	-7.62945e-06	1.52589e-05	-153.438
4.255	2.8386381499999997e-11	2.43188e-05	1.43052e-05	4.95913e-05	101.73
4.26	2.8419737999999998e-11	4.7684e-06	2.19346e-05	2.86103e-05	92.562
4.265	2.8453094499999996e-11	3.81473e-06	7.62945e-06	1.28747e-05	-157.248
4.27	2.8486450999999997e-11	-1.90736e-05	7.15259e-06	1.28747e-05	142.818
4.275	2.85198075e-11	-4.91145e-05	5.72208e-06	5.72207e-05	171.51
4.28	2.8553164000000002e-11	2.86104e-06	3.24252e-05	3.5763e-05	100.23
4.285	2.85865205e-11	1.81199e-05	3.19483e-05	3.19483e-05	137.682
4.29	2.8619876999999997e-11	-4.33924e-05	3.33787e-06	2.0981e-05	121.608
4.295	2.8653233499999998e-11	1.09673e-05	3.38557e-05	3.24252e-05	98.13
4.3	2.8686589999999996e-11	2.62262e-05	2.86104e-06	1.66894e-05	90.0
4.305	2.8719946499999997e-11	-4.29156e-06	-8.10629e-06	1.14442e-05	180.0
4.31	2.8753302999999995e-11	-1.4782e-05	5.24524e-06	2.9564e-05	161.886
4.315	2.8786659500000002e-11	9.5368e-06	-1.81199e-05	1.76431e-05	83.538
4.32	2.8820016e-11	1.76431e-05	6.19891e-06	3.33788e-05	-7.026
4.325	2.88533725e-11	-2.24115e-05	-1.62126e-05	3.24252e-05	-155.136
4.33	2.8886729e-11	-1.23978e-05	-1.43052e-06	7.62945e-06	171.702
4.335	2.89200855e-11	-5.72208e-06	3.81473e-06	1.23978e-05	127.944
4.34	2.8953441999999997e-11	7.62945e-06	-3.81473e-06	2.00273e-05	121.056
4.345	2.8986798499999998e-11	4.29156e-06	-1.4782e-05	2.52725e-05	46.668
4.35	2.9020154999999996e-11	-8.58313e-06	-2.24115e-05	3.33788e-05	-88.956
4.355	2.90535115e-11	-5.14986e-05	1.62126e-05	3.62399e-05	127.722
4.36	2.9086868e-11	1.28747e-05	2.86104e-06	1.09673e-05	-77.004
4.365	2.91202245e-11	-1.43052e-06	2.19346e-05	2.24115e-05	4.536
4.37	2.9153581e-11	4.38693e-05	1.66894e-05	3.5763e-05	70.974
4.375	2.91869375e-11	-9.53682e-07	1.1921e-05	2.43188e-05	127.566
4.38	2.9220294e-11	-1.23978e-05	1.33515e-05	7.62945e-06	26.562
4.385	2.92536505e-11	8.10629e-06	2.14578e-05	3.33787e-06	-86.184
4.39	2.9287006999999994e-11	-2.47956e-05	3.24252e-05	4.00546e-05	162.282
4.395	2.9320363499999995e-11	-3.24252e-05	-8.10629e-06	4.19619e-05	-146.448
4.4	2.935372e-11	-3.43325e-05	-6.67575e-06	3.8624e-05	-83.76
4.405	2.93870765e-11	2.62262e-05	1.57357e-05	3.8624e-05	61.488
4.41	2.9420433e-11	-4.91145e-05	2.19346e-05	3.62399e-05	157.914
4.415	2.94537895e-11	2.86104e-06	1.33515e-05	1.62126e-05	154.356
4.42	2.9487146e-11	-9.5368e-06	-6.67575e-06	2.14578e-05	26.562
4.425	2.9520502499999995e-11	-1.23978e-05	-6.19891e-06	1.43052e-05	6.708
4.43	2.9553858999999996e-11	4.76841e-07	-2.24115e-05	3.2902e-05	-132.942
4.435	2.9587215499999997e-11	-4.19619e-05	-2.47956e-05	2.28883e-05	174.9
4.44	2.9620572000000004e-11	-1.81199e-05	3.09946e-05	3.19483e-05	115.668
4.445	2.96539285e-11	0.0	9.53682e-07	1.95504e-05	9.822
4.45	2.9687285e-11	3.00409e-05	-4.43461e-05	5.48365e-05	-27.588
4.455	2.97206415e-11	1.09673e-05	-1.33515e-05	3.48093e-05	-154.374
4.46	2.9753997999999995e-11	2.86103e-05	-2.90872e-05	5.29292e-05	-50.262
4.465	2.9787354499999996e-11	3.95777e-05	-3.00409e-05	3.38557e-05	52.884
4.47	2.9820711e-11	-1.14442e-05	-1.04905e-05	2.47956e-05	165.966
4.475	2.98540675e-11	-5.72208e-06	1.14442e-05	2.86104e-06	161.94
4.48	2.9887424e-11	3.76704e-05	-2.57493e-05	5.19755e-05	-12.204
4.485	2.99207805e-11	-5.43597e-05	-4.76841e-07	6.5804e-05	-153.726
4.49	2.9954137e-11	9.53682e-07	-3.5763e-05	3.62399e-05	-105.564
4.495	2.99874935e-11	3.52862e-05	4.14851e-05	3.24252e-05	102.264
4.5	3.0020849999999996e-11	1.66894e-05	-5.24524e-06	5.24524e-06	155.772
