Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 

10.5	7.004865e-11	-7.51023e-05	1.20402e-05	6.94995e-05	-163.446
10.51	7.011536299999999e-11	-2.73586e-05	-7.02147e-05	4.76243e-05	-116.742
10.52	7.018207599999999e-11	-6.52676e-05	-3.17695e-05	8.15992e-05	175.47
10.53	7.0248789e-11	1.20402e-05	-3.35576e-05	4.33328e-05	-69.69
10.54	7.031550199999998e-11	-9.85269e-05	-4.89953e-05	0.000135482	-148.932
10.55	7.0382215e-11	-6.67575e-06	-4.93529e-05	5.39424e-05	-76.14
10.56	7.0448928e-11	-4.59554e-05	-3.93989e-05	7.03936e-05	-139.188
10.57	7.0515641e-11	-3.65379e-05	-3.04581e-05	8.99439e-05	-143.262
10.58	7.058235399999999e-11	-2.414e-05	-3.43325e-05	6.95591e-05	-134.652
10.59	7.0649067e-11	2.20539e-06	-1.6451e-05	3.73723e-05	-126.672
10.6	7.071578e-11	-1.09673e-05	-3.64783e-05	2.99813e-05	-140.946
10.61	7.0782493e-11	-2.36632e-05	-2.05041e-05	3.96969e-05	156.978
10.62	7.084920599999999e-11	-6.91419e-05	-8.80365e-05	9.52487e-05	-102.834
10.63	7.0915919e-11	-1.57357e-05	-2.15174e-05	1.44244e-05	40.632
10.64	7.0982632e-11	-5.01277e-05	5.54326e-06	3.95777e-05	165.984
10.65	7.104934499999999e-11	-3.95181e-05	-6.43733e-06	3.55246e-05	-70.32
10.66	7.1116058e-11	-1.56761e-05	-0.000103713	0.000126005	-107.052
10.67	7.1182771e-11	-0.000105918	-1.77027e-05	9.30433e-05	-145.068
10.68	7.1249484e-11	-3.11139e-05	-5.45981e-05	7.11684e-05	-150.384
10.69	7.131619699999999e-11	-4.07698e-05	-1.71663e-05	5.76379e-05	157.518
10.7	7.138290999999999e-11	1.48416e-05	-3.8326e-05	3.72531e-05	-111.822
10.71	7.1449623e-11	-3.42133e-05	-9.65004e-05	0.000124753	-122.862
10.72	7.151633600000001e-11	-7.61156e-05	-0.000129581	0.000189424	-128.766
10.73	7.1583049e-11	-2.80143e-05	2.77759e-05	2.9564e-05	164.88
