Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 

10.5	7.004865e-11	-0.000225903	-0.000135303	0.000310125	-154.476
10.51	7.011536299999999e-11	-0.000197292	-0.000108481	0.000284733	-149.316
10.52	7.018207599999999e-11	-0.000309231	-9.01823e-05	0.00031984	-163.542
10.53	7.0248789e-11	-0.000223101	-0.000100613	0.000246646	-152.424
10.54	7.031550199999998e-11	-0.000236453	-0.000188173	0.000312032	-148.356
10.55	7.0382215e-11	-0.000367643	-8.73809e-05	0.000342133	-164.532
10.56	7.0448928e-11	-0.000290813	-0.00014037	0.000363173	-156.456
10.57	7.0515641e-11	-0.000332894	-0.000136853	0.000300707	-152.322
10.58	7.058235399999999e-11	-0.000281097	-9.50699e-05	0.00028068	-151.086
10.59	7.0649067e-11	-0.000331046	-0.000124515	0.000376822	-162.582
10.6	7.071578e-11	-0.000349404	-8.61888e-05	0.000360431	-162.816
10.61	7.0782493e-11	-0.000345709	-0.000183643	0.00036812	-148.644
10.62	7.084920599999999e-11	-0.000330808	-0.00010717	0.000335576	-169.314
10.63	7.0915919e-11	-0.000356259	-9.90634e-05	0.00036669	-170.166
10.64	7.0982632e-11	-0.000350596	-0.000137747	0.000384869	-159.798
10.65	7.104934499999999e-11	-0.000321867	-0.000181437	0.000401558	-144.654
10.66	7.1116058e-11	-0.00037563	-0.000161708	0.0004043	-157.206
10.67	7.1182771e-11	-0.000322582	-0.000183524	0.000379743	-155.298
10.68	7.1249484e-11	-0.000484886	-0.000163437	0.000471236	-159.666
10.69	7.131619699999999e-11	-0.000357928	-0.000160874	0.000385704	-157.41
10.7	7.138290999999999e-11	-0.000464858	-0.000142516	0.000454428	-157.248
10.71	7.1449623e-11	-0.000468137	-0.000201941	0.000464024	-156.69
10.72	7.151633600000001e-11	-0.000444474	-0.000110507	0.000452878	-170.928
10.73	7.1583049e-11	-0.000356855	-0.000234247	0.00042701	-155.49
10.74	7.1649762e-11	-0.000470819	-0.000137092	0.000478627	-162.666
10.75	7.1716475e-11	-0.000460209	-0.000141264	0.000486257	-161.868
10.76	7.178318799999999e-11	-0.000521783	-0.000176192	0.000549678	-158.862
10.77	7.184990099999999e-11	-0.000441851	-0.000191391	0.000517253	-158.046
10.78	7.191661399999999e-11	-0.000528339	-0.000179649	0.000524286	-157.872
