Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.03, sensitivity=20mV
6.0	4.00278e-11	-8.96459e-05	-4.00546e-05	3.81472e-05	107.652
6.003	4.00478139e-11	3.24252e-05	-0.000102044	0.00011921	-105.102
6.006	4.00678278e-11	-8.96459e-05	-3.43325e-05	6.19893e-05	-51.204
6.009	4.00878417e-11	-2.86104e-06	-2.28883e-05	9.25069e-05	-174.702
6.012	4.0107855599999994e-11	-2.76567e-05	-1.90736e-05	6.5804e-05	-154.134
6.015	4.0127869499999996e-11	1.23978e-05	-8.29701e-05	0.000138284	-62.628
6.018	4.01478834e-11	-4.86376e-05	2.00273e-05	2.28883e-05	-100.686
6.021	4.01678973e-11	-9.5368e-06	-1.71663e-05	9.44142e-05	-143.538
6.024	4.0187911199999995e-11	-0.000169755	-3.81472e-05	9.53679e-05	-156.192
6.027	4.02079251e-11	-4.38693e-05	-2.76567e-05	9.91826e-05	178.182
6.03	4.0227939e-11	1.04905e-05	3.52862e-05	5.24523e-05	-166.14
6.033	4.02479529e-11	-2.86104e-06	-7.43871e-05	6.96187e-05	-137.88
6.036	4.0267966799999996e-11	-6.67575e-06	-6.48503e-05	5.43597e-05	-145.242
6.039	4.02879807e-11	-7.91554e-05	-1.43052e-05	2.9564e-05	-158.064
6.042	4.0307994599999994e-11	-4.00546e-05	-2.28883e-05	8.10628e-05	-55.494
6.045	4.0328008499999995e-11	-2.3842e-05	0.00010109	9.05995e-05	123.978
6.048	4.03480224e-11	7.1526e-05	3.81473e-06	7.05724e-05	-37.092
6.051	4.03680363e-11	3.81473e-06	-0.000102044	0.000114441	-73.926
6.054	4.03880502e-11	1.04905e-05	3.52862e-05	4.86376e-05	143.532
6.057	4.04080641e-11	-0.000187875	1.33515e-05	5.6267e-05	123.024
6.06	4.0428078e-11	-3.81473e-06	2.6703e-05	7.05724e-05	168.09
6.063	4.0448091899999994e-11	4.19619e-05	6.19893e-05	4.29156e-05	64.854
6.066	4.0468105799999996e-11	-4.7684e-06	-4.95913e-05	3.05178e-05	-69.828
6.069	4.04881197e-11	-4.57766e-05	-3.43325e-05	5.72207e-05	-169.302
6.072	4.05081336e-11	4.7684e-06	-1.62126e-05	2.3842e-05	-63.81
