Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3 6dB, sensitivity=20mV
6.0	4.00278e-11	0.000117302	0.000216485	0.000219346	-159.972
6.01	4.0094512999999995e-11	6.19893e-05	-0.000188828	0.000189782	-8.736
6.02	4.0161226e-11	0.000158311	-0.000138284	0.000225068	34.716
6.03	4.0227939e-11	2.19346e-05	7.05724e-05	0.000281336	61.026
6.04	4.0294652e-11	7.72481e-05	-4.7684e-06	0.000223161	-69.282
6.05	4.0361364999999996e-11	-0.000281336	8.67848e-05	0.000167848	-58.482
6.06	4.0428078e-11	3.52862e-05	0.000218392	0.00021267	-16.428
6.07	4.0494791e-11	-0.000167848	-0.000244142	0.000206948	-154.854
6.08	4.0561503999999996e-11	3.91009e-05	0.000171662	0.000241281	-133.218
6.09	4.0628217e-11	-0.000272753	-4.86376e-05	0.000208856	118.596
6.1	4.0694929999999993e-11	-0.000239373	-0.000208856	0.000158311	9.162
6.11	4.0761643e-11	0.00016594	0.000125886	0.000312807	-139.122
6.12	4.0828356e-11	0.000163079	-8.48775e-05	0.00025654	-103.254
6.13	4.0895069e-11	0.000179292	-9.82289e-05	0.000192643	138.654
6.14	4.0961781999999995e-11	0.000139237	6.77113e-05	0.000199319	154.536
6.15	4.1028495e-11	-4.57766e-05	-0.000232697	0.000228883	59.544
6.16	4.1095208e-11	0.000110627	-0.000208856	0.000219346	93.804
6.17	4.1161921e-11	-0.000249865	9.91826e-05	0.000234605	-75.624
6.18	4.1228633999999996e-11	-0.000164033	0.00014782	0.000203134	-26.898
6.19	4.1295347e-11	0.000107766	-0.000196458	0.000242234	96.342
6.2	4.136206e-11	0.000128747	-6.96187e-05	0.000288965	-79.08
6.21	4.1428772999999995e-11	-0.000252726	0.000205041	0.000250818	-53.238
6.22	4.1495486e-11	-4.48229e-05	0.000164033	0.000263216	-3.282
6.23	4.1562199e-11	-0.000170709	-0.000233651	0.000236512	-139.326
6.24	4.1628912e-11	-9.34605e-05	0.000211717	0.000300409	59.208
6.25	4.1695625e-11	0.0	-0.000136376	0.000226022	137.358
6.26	4.1762338e-11	-0.000222207	0.000128747	0.00013733	165.546
6.27	4.1829050999999994e-11	4.38693e-05	-0.000237466	0.000196458	26.676
6.28	4.1895764e-11	-0.000210763	-9.15532e-05	0.000195504	-94.74
6.29	4.1962477e-11	-0.000227929	2.19346e-05	0.000276567	86.898
6.3	4.2029189999999994e-11	-0.000150681	-3.91009e-05	0.000313761	-57.558
6.31	4.2095902999999996e-11	-0.000195504	-0.000140191	0.000290873	139.704
6.32	4.2162616e-11	0.000234605	0.000226022	0.000315668	-9.81
6.33	4.2229329e-11	0.000236512	-0.000222207	0.00024605	-124.992
6.34	4.2296041999999995e-11	-0.000110627	0.000145913	0.000243188	-98.754
6.35	4.2362755e-11	-0.000200273	-4.67303e-05	0.0002203	-84.198
6.36	4.2429468e-11	-0.000304224	-0.000179292	0.000243188	152.598
