Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector 0deg, Chopper 230Hz, time constant=0.03, sensitivity=10mV
6.0	4.00278e-11	1.4782e-05	-2.86104e-06	2.43188e-05	-40.128
6.03	4.0227939e-11	-0.000127793	-5.43597e-05	0.000141622	-162.678
6.06	4.0428078e-11	4.24387e-05	2.86104e-06	1.95504e-05	-40.35
6.09	4.0628217e-11	-1.00136e-05	4.72071e-05	3.38557e-05	137.52
6.12	4.0828356e-11	-5.29292e-05	-2.43188e-05	5.10218e-05	-88.98
6.15	4.1028495e-11	-1.43052e-05	6.19891e-06	3.62399e-05	103.242
6.18	4.1228633999999996e-11	-1.62126e-05	-2.00273e-05	3.2902e-05	-120.582
6.21	4.1428772999999995e-11	-9.29837e-05	-1.4782e-05	7.67712e-05	-159.312
6.24	4.1628912e-11	-1.95504e-05	-6.10356e-05	5.24523e-05	-115.386
6.27	4.1829050999999994e-11	-2.28883e-05	-1.00136e-05	1.81199e-05	-125.652
6.3	4.2029189999999994e-11	-5.43597e-05	1.52589e-05	2.62262e-05	138.12
6.33	4.2229329e-11	-2.6703e-05	-1.00136e-05	9.5368e-06	94.458
6.36	4.2429468e-11	-3.52862e-05	3.71935e-05	4.95913e-05	117.54
6.39	4.2629607e-11	-2.62262e-05	-2.86103e-05	2.6703e-05	-130.872
6.42	4.2829746e-11	-2.19346e-05	-1.09673e-05	3.05178e-05	-167.472
6.45	4.3029885e-11	-1.28747e-05	-1.81199e-05	1.1921e-05	135.468
6.48	4.3230024e-11	-3.5763e-05	-3.33787e-06	1.52589e-05	-166.374
6.51	4.3430162999999996e-11	-4.29156e-06	5.24524e-06	1.90736e-06	160.344
6.54	4.3630301999999995e-11	3.38557e-05	-5.72208e-06	4.86376e-05	-12.594
6.57	4.3830441e-11	6.19891e-06	-6.38966e-05	3.09946e-05	86.7
6.6	4.4030579999999994e-11	2.86104e-06	-9.53682e-07	3.52862e-05	-31.218
6.63	4.4230719e-11	7.34334e-05	3.33787e-06	9.01227e-05	-4.902
6.66	4.4430858e-11	3.62399e-05	2.0981e-05	2.86103e-05	15.66
6.69	4.4630997e-11	8.15396e-05	4.57766e-05	8.9169e-05	-3.924
6.72	4.4831136e-11	7.15259e-06	6.24661e-05	6.81882e-05	102.96
6.75	4.5031275e-11	-2.14578e-05	1.1921e-05	4.33924e-05	-143.286
6.78	4.5231414e-11	4.76841e-07	3.91009e-05	4.62534e-05	142.092
