Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#With Preamplifier, Amplification 1,High pass 100Hz, low pass 300Hz Chopper 230Hz, time constant=0.03, sensitivity=10mV
4.0	2.66852e-11	-1.95504e-05	-2.14578e-05	2.00273e-05	-59.418
5.0	3.33565e-11	1.14442e-05	1.1921e-05	1.85968e-05	157.728
6.0	4.00278e-11	-3.8624e-05	5.24524e-06	1.52589e-05	118.218
7.0	4.6699099999999995e-11	-1.90736e-06	-5.53133e-05	4.38693e-05	-32.826
8.0	5.33704e-11	0.0	-4.7684e-06	2.28883e-05	-96.87
9.0	6.004169999999999e-11	-6.67575e-06	2.62262e-05	3.19483e-05	81.414
10.0	6.6713e-11	2.81335e-05	-4.52998e-05	2.86103e-05	-88.956
11.0	7.33843e-11	0.00116492	-0.000453474	0.00126982	-21.186
12.0	8.00556e-11	-5.3406e-05	-3.19483e-05	6.19893e-05	-161.052
13.0	8.67269e-11	2.62262e-05	2.57493e-05	3.19483e-05	76.608
14.0	9.339819999999999e-11	-5.67439e-05	4.86376e-05	6.62808e-05	125.166
15.0	1.0006949999999999e-10	-6.00817e-05	8.58313e-06	5.6267e-05	176.472
16.0	1.067408e-10	-1.23978e-05	-1.38283e-05	2.43188e-05	-155.412
17.0	1.134121e-10	-3.24252e-05	-9.53682e-07	3.38557e-05	169.242
18.0	1.2008339999999999e-10	1.85968e-05	9.53682e-07	3.81472e-05	52.044
