Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.03, sensitivity=20mV
6.0	4.00278e-11	-4.48229e-05	5.72207e-05	5.0545e-05	155.856
6.03	4.0227939e-11	-8.96459e-05	1.52589e-05	9.44142e-05	-142.194
6.06	4.0428078e-11	6.5804e-05	-2.86104e-06	1.90736e-05	-157.11
6.09	4.0628217e-11	3.91009e-05	6.10356e-05	6.38966e-05	90.636
6.12	4.0828356e-11	9.72752e-05	1.71663e-05	6.00817e-05	159.624
6.15	4.1028495e-11	2.19346e-05	0.0	3.62399e-05	-90.0
6.18	4.1228633999999996e-11	-5.9128e-05	1.14442e-05	1.71663e-05	40.236
6.21	4.1428772999999995e-11	-0.000100136	5.72207e-05	7.43871e-05	-125.538
6.24	4.1628912e-11	9.44142e-05	-6.48503e-05	0.00012684	-75.966
6.27	4.1829050999999994e-11	-4.48229e-05	-6.2943e-05	5.43597e-05	-152.502
6.3	4.2029189999999994e-11	-1.43052e-05	-7.82018e-05	6.5804e-05	-16.656
6.33	4.2229329e-11	-5.14986e-05	-6.8665e-05	7.24797e-05	-147.126
6.36	4.2429468e-11	-9.5368e-06	1.90736e-06	2.3842e-05	109.98
6.39	4.2629607e-11	-8.20165e-05	-0.000142098	0.000156404	-115.908
6.42	4.2829746e-11	-5.14986e-05	-1.81199e-05	1.04905e-05	-111.804
6.45	4.3029885e-11	-0.000116349	-0.000120163	0.000179292	-128.118
6.48	4.3230024e-11	-4.29156e-05	7.62945e-06	4.38693e-05	-76.578
6.51	4.3430162999999996e-11	-0.000136376	-2.0981e-05	0.000110627	-149.34
6.54	4.3630301999999995e-11	-5.14986e-05	3.52862e-05	2.47956e-05	-34.02
6.57	4.3830441e-11	-2.00273e-05	-3.14715e-05	3.05178e-05	-111.372
6.6	4.4030579999999994e-11	4.38693e-05	2.86104e-06	3.81473e-06	160.56
6.63	4.4230719e-11	4.38693e-05	4.38693e-05	7.24797e-05	42.486
6.66	4.4430858e-11	0.000271799	0.00016594	0.000400545	36.81
6.69	4.4630997e-11	0.000163079	0.000127793	0.000210763	34.65
6.72	4.4831136e-11	0.000134469	9.05995e-05	0.000167848	47.814
6.75	4.5031275e-11	1.62126e-05	7.24797e-05	7.24797e-05	158.784
6.78	4.5231414e-11	-0.000146867	-3.71935e-05	0.000125886	-155.976
6.81	4.5431552999999997e-11	-0.000217439	-0.00018406	0.000286104	-143.13
6.84	4.5631691999999996e-11	-1.62126e-05	-4.00546e-05	0.00010109	-107.082
6.87	4.5831830999999996e-11	7.72481e-05	-7.24797e-05	0.000120163	-34.044
6.9	4.603197e-11	-4.57766e-05	-2.6703e-05	3.43325e-05	-124.92
6.93	4.6232108999999994e-11	2.9564e-05	-0.000122071	9.44142e-05	-106.698
6.96	4.6432248e-11	-3.33788e-05	3.05178e-05	8.29701e-05	158.55
6.99	4.6632387e-11	-3.81473e-06	-6.2943e-05	7.62944e-05	-89.082
7.02	4.683252599999999e-11	-9.82289e-05	-4.48229e-05	0.000114441	-170.592
7.05	4.7032665e-11	-3.43325e-05	-2.6703e-05	3.14715e-05	-141.096
7.08	4.7232804e-11	-5.14986e-05	-1.14442e-05	4.29156e-05	-57.726
7.11	4.7432943e-11	-3.62399e-05	-7.62945e-06	6.96187e-05	-94.674
7.14	4.7633081999999997e-11	-9.15532e-05	0.000133515	0.000144006	124.212
7.17	4.7833220999999996e-11	-4.67303e-05	-7.1526e-05	6.48503e-05	-98.184
7.2	4.8033359999999996e-11	-2.9564e-05	-9.53682e-07	4.19619e-05	-103.782
7.23	4.8233499e-11	3.24252e-05	-5.81744e-05	4.29156e-05	84.054
7.26	4.8433637999999994e-11	4.10082e-05	-7.34334e-05	5.3406e-05	-125.538
7.29	4.8633777e-11	-9.5368e-06	0.00011921	0.000113488	59.268
7.32	4.8833916e-11	-0.000135423	-9.34605e-05	0.000168801	-106.818
7.35	4.903405499999999e-11	2.9564e-05	6.19893e-05	0.000102044	89.55
7.38	4.9234194e-11	-7.1526e-05	6.67575e-06	4.48229e-05	-149.034
7.41	4.9434333e-11	-8.58313e-06	-5.24523e-05	5.72208e-06	29.478
7.44	4.9634472e-11	0.00010109	-3.62399e-05	0.00015545	-37.116
7.47	4.9834611e-11	1.90736e-06	-3.05178e-05	8.10628e-05	167.904
7.5	5.0034749999999996e-11	0.000117302	6.38966e-05	0.000116349	82.542
7.53	5.0234889e-11	-6.00817e-05	-7.1526e-05	7.1526e-05	-141.708
7.56	5.0435027999999995e-11	4.86376e-05	-2.9564e-05	3.81472e-05	-100.542
7.59	5.0635166999999994e-11	5.0545e-05	-5.14986e-05	8.10628e-05	-89.454
7.62	5.0835306e-11	2.86103e-05	6.5804e-05	3.91009e-05	123.69
7.65	5.1035445e-11	8.58313e-06	-4.57766e-05	3.52862e-05	-151.926
7.68	5.123558399999999e-11	2.28883e-05	-8.86922e-05	6.48503e-05	-107.1
7.71	5.1435723e-11	3.33788e-05	4.57766e-05	4.57766e-05	100.224
7.74	5.1635862e-11	1.23978e-05	5.72208e-06	2.6703e-05	-112.134
7.77	5.1836001e-11	-4.76839e-05	2.9564e-05	4.29156e-05	169.302
7.8	5.203614e-11	-6.00817e-05	-0.000117302	0.000132562	-120.84
7.83	5.2236278999999996e-11	-2.0981e-05	1.90736e-05	3.52862e-05	148.392
7.86	5.2436418e-11	2.28883e-05	-0.00011921	8.29701e-05	-92.64
7.89	5.2636556999999995e-11	7.24797e-05	6.5804e-05	0.000148774	81.192
7.92	5.2836695999999994e-11	5.72207e-05	4.57766e-05	1.81199e-05	-131.682
7.95	5.3036835e-11	-9.53682e-07	2.19346e-05	4.29156e-05	52.596
7.98	5.3236974e-11	-9.5368e-06	-6.38966e-05	9.05995e-05	-100.17
8.01	5.343711299999999e-11	-6.00817e-05	6.67575e-06	2.86103e-05	148.338
