Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.03, sensitivity=10mV
6.0	4.00278e-11	-6.5804e-05	2.86104e-06	5.76975e-05	-142.674
6.03	4.0227939e-11	-6.53272e-05	0.000129224	0.000170709	115.002
6.06	4.0428078e-11	-2.6703e-05	-6.8665e-05	0.000104905	-67.938
6.09	4.0628217e-11	-2.6703e-05	-0.00011921	0.000154973	-110.784
6.12	4.0828356e-11	4.10082e-05	5.72208e-06	0.00010109	54.42
6.15	4.1028495e-11	-3.95777e-05	-9.48911e-05	0.00011921	-146.148
6.18	4.1228633999999996e-11	-0.000107289	-4.29156e-05	0.000131608	-164.844
6.21	4.1428772999999995e-11	-5.29292e-05	3.67167e-05	3.67167e-05	-67.326
6.24	4.1628912e-11	-7.10492e-05	-4.00546e-05	6.00817e-05	163.716
6.27	4.1829050999999994e-11	-9.05995e-05	-7.77249e-05	0.000159741	-156.444
6.3	4.2029189999999994e-11	-8.10628e-05	-4.76841e-07	2.19346e-05	82.08
6.33	4.2229329e-11	-0.00010252	-1.76431e-05	0.000130177	175.632
6.36	4.2429468e-11	-2.6703e-05	-5.43597e-05	0.000108719	-66.876
6.39	4.2629607e-11	-1.33515e-05	-2.90872e-05	3.95777e-05	-131.634
6.42	4.2829746e-11	-1.4782e-05	-4.24387e-05	6.48503e-05	-37.716
6.45	4.3029885e-11	-0.000111104	-4.7684e-06	6.05586e-05	143.808
6.48	4.3230024e-11	-9.34605e-05	-4.52998e-05	0.00011015	174.996
6.51	4.3430162999999996e-11	-0.000113011	-9.87058e-05	0.000110627	-104.802
6.54	4.3630301999999995e-11	2.28883e-05	-0.000112057	8.24933e-05	-55.92
6.57	4.3830441e-11	-2.62262e-05	-0.000134469	0.00010109	-126.732
6.6	4.4030579999999994e-11	4.43461e-05	5.00681e-05	9.05995e-05	70.446
6.63	4.4230719e-11	0.00011921	1.81199e-05	0.000209332	11.772
6.66	4.4430858e-11	0.000172616	0.000103951	0.000170709	6.624
6.69	4.4630997e-11	0.000257971	9.34605e-05	0.000234605	12.33
6.72	4.4831136e-11	0.00012064	-9.53682e-07	9.63216e-05	-49.074
6.75	4.5031275e-11	-2.90872e-05	8.67848e-05	9.05995e-05	41.124
6.78	4.5231414e-11	-0.000150681	-0.000117779	0.000217916	-143.508
6.81	4.5431552999999997e-11	-0.000169755	-0.000183106	0.000333788	-139.308
6.84	4.5631691999999996e-11	-9.05996e-06	-9.67984e-05	0.000124932	-111.006
6.87	4.5831830999999996e-11	-4.76841e-07	1.38283e-05	0.000108243	-23.52
6.9	4.603197e-11	-2.71798e-05	2.9564e-05	4.62534e-05	140.16
6.93	4.6232108999999994e-11	-4.76839e-05	-6.67575e-06	7.05724e-05	-93.63
6.96	4.6432248e-11	-9.53679e-05	6.19891e-06	0.000110627	-129.576
