Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 20deg, Chopper 230Hz, time constant=0.03, sensitivity=5mV
6.0	4.00278e-11	3.09946e-05	-3.93393e-05	3.38557e-05	161.208
6.03	4.0227939e-11	5.03066e-05	-1.28747e-05	5.69823e-05	-77.868
6.06	4.0428078e-11	-1.85968e-05	-1.12057e-05	2.98024e-05	17.31
6.09	4.0628217e-11	-5.31676e-05	-2.2173e-05	5.26907e-05	-129.318
6.12	4.0828356e-11	-6.22277e-05	-6.34198e-05	6.96187e-05	-116.934
6.15	4.1028495e-11	5.48365e-05	-9.67984e-05	0.00012231	-60.732
6.18	4.1228633999999996e-11	-8.98843e-05	-2.88488e-05	9.84673e-05	-166.764
6.21	4.1428772999999995e-11	-9.15532e-05	-3.40941e-05	7.55792e-05	131.862
6.24	4.1628912e-11	-2.93256e-05	-5.96049e-06	2.31267e-05	-90.558
6.27	4.1829050999999994e-11	-6.10356e-05	-6.67577e-05	6.15125e-05	-132.378
6.3	4.2029189999999994e-11	-4.00546e-05	2.52725e-05	1.97889e-05	-22.68
6.33	4.2229329e-11	3.02793e-05	-7.39101e-06	1.9312e-05	-89.244
6.36	4.2429468e-11	-6.05586e-05	7.79633e-05	8.96459e-05	123.312
6.39	4.2629607e-11	-7.24797e-05	-2.62262e-05	3.38557e-05	-72.99
6.42	4.2829746e-11	-2.12194e-05	2.36036e-05	1.02521e-05	-68.442
6.45	4.3029885e-11	-7.03339e-05	-6.89034e-05	4.6015e-05	-27.534
6.48	4.3230024e-11	5.03066e-05	-3.67167e-05	4.24387e-05	94.764
6.51	4.3430162999999996e-11	1.28747e-05	6.62808e-05	6.38966e-05	-13.284
6.54	4.3630301999999995e-11	-6.34198e-05	-1.95504e-05	4.05314e-05	-102.906
6.57	4.3830441e-11	-7.20029e-05	-9.60832e-05	0.000100136	-119.7
6.6	4.4030579999999994e-11	-1.62126e-05	9.98979e-05	0.000106097	71.97
6.63	4.4230719e-11	5.9128e-05	7.3195e-05	9.39374e-05	13.296
6.66	4.4430858e-11	8.67848e-05	2.43188e-05	5.53133e-05	24.216
6.69	4.4630997e-11	0.000122786	-2.50341e-05	0.000140906	-21.072
6.72	4.4831136e-11	1.31131e-05	1.69278e-05	0.000125409	3.282
6.75	4.5031275e-11	-2.88488e-05	-4.67303e-05	5.45981e-05	-98.394
6.78	4.5231414e-11	-0.000121356	-3.09946e-05	0.000119687	-153.03
6.81	4.5431552999999997e-11	-9.79905e-05	-4.81608e-05	0.000105858	-172.392
6.84	4.5631691999999996e-11	5.43597e-05	-6.38966e-05	6.89034e-05	-103.89
6.87	4.5831830999999996e-11	2.43188e-05	-2.50341e-05	2.88488e-05	-26.286
6.9	4.603197e-11	2.78951e-05	-2.76567e-05	3.5763e-05	-34.698
6.93	4.6232108999999994e-11	5.96049e-06	-8.58313e-06	1.43052e-06	-153.102
6.96	4.6432248e-11	-7.55792e-05	1.1921e-06	6.96187e-05	-175.446
6.99	4.6632387e-11	2.02657e-05	4.69687e-05	5.07834e-05	11.412
7.02	4.683252599999999e-11	-1.07289e-05	-1.23978e-05	7.24797e-05	-34.314
7.05	4.7032665e-11	-2.9564e-05	-5.36444e-05	7.20029e-05	-125.79
7.08	4.7232804e-11	-3.31404e-05	-3.45709e-05	4.98297e-05	-128.736
7.11	4.7432943e-11	-9.67984e-05	9.53682e-07	2.19346e-05	-17.568
7.14	4.7633081999999997e-11	4.76841e-07	4.07698e-05	2.9564e-05	110.472
7.17	4.7833220999999996e-11	-3.14715e-05	-5.24524e-06	1.52589e-05	63.084
7.2	4.8033359999999996e-11	-4.76839e-05	2.62262e-06	9.34605e-05	-175.116
7.23	4.8233499e-11	6.84266e-05	-6.00817e-05	6.31814e-05	-20.82
7.26	4.8433637999999994e-11	9.22685e-05	-2.9564e-05	7.27181e-05	-20.694
7.29	4.8633777e-11	2.78951e-05	-6.91417e-06	3.79088e-05	94.254
7.32	4.8833916e-11	-3.57629e-06	-4.83992e-05	7.29566e-05	-128.682
7.35	4.903405499999999e-11	-2.3842e-07	4.7684e-06	3.5763e-05	31.95
7.38	4.9234194e-11	-3.33787e-06	-5.60286e-05	6.0797e-05	-154.362
7.41	4.9434333e-11	-4.6015e-05	6.43733e-06	2.45572e-05	115.53
7.44	4.9634472e-11	7.24797e-05	3.83856e-05	7.39102e-05	86.94
7.47	4.9834611e-11	-2.71798e-05	3.09946e-05	4.29156e-05	100.104
7.5	5.0034749999999996e-11	-2.90872e-05	5.29292e-05	8.94074e-05	101.628
7.53	5.0234889e-11	-7.93939e-05	1.52589e-05	8.9169e-05	179.118
7.56	5.0435027999999995e-11	-1.62126e-05	-2.86104e-06	9.60832e-05	-148.338
7.59	5.0635166999999994e-11	-4.05314e-06	1.57357e-05	1.78815e-05	93.576
