Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector 0deg, Chopper 230Hz, time constant=0.03, sensitivity=5mV
6.0	4.00278e-11	4.24387e-05	-8.58313e-06	2.59877e-05	76.128
6.03	4.0227939e-11	-7.39101e-06	-4.36308e-05	6.0797e-05	-157.02
6.06	4.0428078e-11	-2.12194e-05	5.12602e-05	6.65192e-05	135.804
6.09	4.0628217e-11	-1.74047e-05	-1.50204e-05	3.74319e-05	-154.536
6.12	4.0828356e-11	8.10629e-06	-4.26772e-05	4.36308e-05	-114.882
6.15	4.1028495e-11	-6.19891e-06	-1.1921e-05	1.76431e-05	144.87
6.18	4.1228633999999996e-11	-2.12194e-05	-6.17509e-05	5.50749e-05	-126.918
6.21	4.1428772999999995e-11	6.36582e-05	-3.17099e-05	9.63216e-05	-49.818
6.24	4.1628912e-11	-4.07698e-05	1.4782e-05	3.12331e-05	84.558
6.27	4.1829050999999994e-11	-2.3842e-05	-4.43461e-05	5.10218e-05	-102.054
6.3	4.2029189999999994e-11	-2.05041e-05	-9.53682e-07	5.55518e-05	-179.034
6.33	4.2229329e-11	-3.17099e-05	-2.3842e-06	6.46119e-05	-166.872
6.36	4.2429468e-11	-1.90736e-05	1.69278e-05	1.45436e-05	-168.69
6.39	4.2629607e-11	2.76567e-05	7.58176e-05	4.6015e-05	73.494
6.42	4.2829746e-11	1.38283e-05	7.84402e-05	7.91554e-05	37.86
6.45	4.3029885e-11	-3.93393e-05	-2.69414e-05	1.33515e-05	-150.252
6.48	4.3230024e-11	-3.00409e-05	-2.71798e-05	2.26499e-05	-113.418
6.51	4.3430162999999996e-11	-3.76704e-05	5.0545e-05	4.52998e-05	121.428
6.54	4.3630301999999995e-11	-5.86512e-05	-5.00682e-06	4.10082e-05	133.998
6.57	4.3830441e-11	-4.52998e-06	9.29838e-06	4.81608e-05	121.428
6.6	4.4030579999999994e-11	-4.72071e-05	-4.72071e-05	7.41486e-05	-119.97
6.63	4.4230719e-11	-2.50341e-05	2.3842e-07	6.19891e-06	-44.328
6.66	4.4430858e-11	4.19619e-05	-3.45709e-05	4.29156e-05	8.604
6.69	4.4630997e-11	7.51023e-05	-8.34471e-06	0.00010252	-0.624
6.72	4.4831136e-11	6.03201e-05	-6.60424e-05	4.38693e-05	0.954
6.75	4.5031275e-11	-3.33788e-05	5.43597e-05	5.81744e-05	94.47
