Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 0deg, Chopper 230Hz, time constant=0.03, sensitivity=2mV
6.0005	4.003113565e-11	-3.07562e-05	-4.70879e-05	5.30484e-05	-126.966
6.03	4.0227939e-11	-9.53682e-07	-1.31131e-06	7.34334e-05	-152.76
6.06	4.0428078e-11	1.81199e-05	-9.41759e-06	1.99081e-05	48.216
6.09	4.0628217e-11	-1.5855e-05	2.24115e-05	1.02521e-05	-141.54
6.12	4.0828356e-11	-4.58958e-05	-2.52725e-05	4.14851e-05	-141.648
6.15	4.1028495e-11	-3.95777e-05	6.43733e-06	2.05041e-05	66.612
6.18	4.1228633999999996e-11	-5.72208e-06	8.46392e-06	1.43052e-05	-158.274
6.21	4.1428772999999995e-11	-7.62944e-05	1.21594e-05	6.17509e-05	-171.858
6.24	4.1628912e-11	-1.40668e-05	-1.37091e-05	3.37365e-05	-55.158
6.27	4.1829050999999994e-11	-5.12603e-06	-2.36036e-05	2.18154e-05	-164.502
6.3	4.2029189999999994e-11	4.7684e-06	3.21867e-06	1.76431e-05	-102.744
6.33	4.2229329e-11	-1.43052e-06	-1.43052e-06	2.51533e-05	-154.008
6.36	4.2429468e-11	-4.47037e-05	1.83583e-05	5.81744e-05	158.616
6.39	4.2629607e-11	6.19891e-06	2.34843e-05	3.56438e-05	54.528
6.42	4.2829746e-11	-2.20538e-05	8.34469e-07	2.43188e-05	110.076
6.45	4.3029885e-11	-6.55654e-06	-5.54326e-05	8.42814e-05	-159.942
6.48	4.3230024e-11	-1.01328e-05	1.26362e-05	3.52862e-05	161.508
6.51	4.3430162999999996e-11	-1.33515e-05	3.20675e-05	4.14851e-05	73.476
6.54	4.3630301999999995e-11	-1.26362e-05	3.32596e-05	3.14715e-05	118.896
6.57	4.3830441e-11	-1.1921e-07	5.84128e-05	8.26125e-05	73.608
6.6	4.4030579999999994e-11	6.79496e-06	-3.40941e-05	2.08617e-05	-162.756
6.63	4.4230719e-11	2.20538e-05	-4.17235e-06	3.42133e-05	-24.666
6.66	4.4430858e-11	3.56438e-05	1.90736e-06	4.05314e-06	-170.298
6.69	4.4630997e-11	5.97241e-05	-5.72208e-06	7.48639e-05	-7.35
6.72	4.4831136e-11	-3.09946e-06	2.6703e-05	3.68359e-05	72.732
6.75	4.5031275e-11	-3.09946e-06	-1.21594e-05	1.1921e-05	-84.756
6.78	4.5231414e-11	-9.59639e-05	-5.60287e-06	6.99763e-05	-167.808
6.81	4.5431552999999997e-11	-4.44653e-05	-1.31131e-06	8.39238e-05	177.462
6.84	4.5631691999999996e-11	-1.66894e-05	-2.62262e-06	3.95777e-05	-172.47
6.87	4.5831830999999996e-11	-5.36445e-06	-9.5368e-06	4.62534e-05	-146.7
6.9	4.603197e-11	-2.18154e-05	9.5368e-06	3.6955e-06	-63.75
6.93	4.6232108999999994e-11	2.08617e-05	-3.54054e-05	4.47037e-05	-25.848
6.96	4.6432248e-11	1.33515e-05	-1.14442e-05	1.54973e-05	-111.294
6.99	4.6632387e-11	1.68086e-05	1.81199e-05	3.54054e-05	117.126
7.02	4.683252599999999e-11	-5.20947e-05	-2.86104e-06	3.30212e-05	-179.256
7.05	4.7032665e-11	-4.42269e-05	4.33924e-05	3.5763e-05	-172.926
7.08	4.7232804e-11	7.62945e-06	-1.76431e-05	3.96969e-05	-54.762
7.11	4.7432943e-11	-3.07562e-05	-1.90736e-05	1.65702e-05	-82.212
7.14	4.7633081999999997e-11	3.3498e-05	4.29156e-05	5.0545e-05	73.248
7.17	4.7833220999999996e-11	-1.2517e-05	-3.03985e-05	4.47037e-05	-105.882
7.2	4.8033359999999996e-11	-2.16962e-05	-1.15634e-05	3.42133e-05	-119.052
7.23	4.8233499e-11	9.41759e-06	-6.61616e-05	4.828e-05	-103.578
7.26	4.8433637999999994e-11	-1.20402e-05	2.3842e-07	3.27828e-05	174.234
7.29	4.8633777e-11	2.87296e-05	2.43188e-05	5.79359e-05	80.106
7.32	4.8833916e-11	2.51533e-05	6.19891e-06	3.13523e-05	24.948
7.35	4.903405499999999e-11	2.53917e-05	-2.71798e-05	2.90872e-05	-99.75
7.38	4.9234194e-11	-5.60287e-06	1.13249e-05	2.26499e-05	131.718
7.41	4.9434333e-11	-2.30075e-05	-2.3842e-07	8.10629e-06	-58.2
7.44	4.9634472e-11	-7.74866e-06	-2.8968e-05	4.76839e-05	-63.816
7.47	4.9834611e-11	2.52725e-05	1.13249e-05	3.55246e-05	-31.008
7.5	5.0034749999999996e-11	2.47956e-05	4.41077e-06	1.89544e-05	-53.46
7.53	5.0234889e-11	-4.35116e-05	1.97889e-05	6.90226e-05	151.014
7.56	5.0435027999999995e-11	-4.0293e-05	-2.00273e-05	4.81608e-05	115.05
7.59	5.0635166999999994e-11	-6.87842e-05	2.68222e-05	6.61616e-05	-177.66
7.62	5.0835306e-11	-1.39475e-05	4.05314e-06	1.76431e-05	178.098
7.65	5.1035445e-11	-1.60934e-05	-3.77896e-05	3.94585e-05	-115.392
7.68	5.123558399999999e-11	-3.6955e-06	4.86376e-05	3.40941e-05	165.03
7.71	5.1435723e-11	1.1921e-05	2.1577e-05	2.16962e-05	108.594
7.74	5.1635862e-11	-6.19891e-06	-3.39749e-05	3.76704e-05	-90.216
7.77	5.1836001e-11	-5.71015e-05	2.39612e-05	4.25579e-05	161.196
7.8	5.203614e-11	-3.25444e-05	-6.0797e-06	1.85968e-05	-177.798
7.83	5.2236278999999996e-11	8.46392e-06	-3.99353e-05	3.12331e-05	-104.976
7.86	5.2436418e-11	4.88761e-06	-4.63726e-05	2.39612e-05	-144.036
7.89	5.2636556999999995e-11	4.42269e-05	1.4782e-05	2.87296e-05	109.254
7.92	5.2836695999999994e-11	3.76704e-05	-4.55382e-05	4.67303e-05	-45.858
7.95	5.3036835e-11	-2.19346e-05	3.6955e-06	2.37228e-05	-55.422
7.98	5.3236974e-11	-2.12194e-05	-1.07289e-06	2.40804e-05	-151.536
8.01	5.343711299999999e-11	-1.75239e-05	6.31812e-06	5.07834e-05	152.106
8.04	5.363725199999999e-11	-1.53781e-05	7.98708e-06	4.58958e-05	-150.348
8.07	5.3837391e-11	6.43733e-06	-2.68222e-05	3.13523e-05	-35.634
8.1	5.403753e-11	-1.37091e-05	1.10865e-05	1.91928e-05	163.65
8.13	5.4237669000000003e-11	-2.55109e-05	1.02521e-05	1.04905e-05	-159.288
8.16	5.4437807999999996e-11	-3.31404e-05	5.36445e-06	7.24797e-05	-172.686
8.19	5.4637946999999996e-11	1.90736e-06	-2.71798e-05	2.50341e-05	-116.862
8.22	5.4838086e-11	1.31131e-05	-4.12466e-05	5.51941e-05	-76.332
8.25	5.5038224999999995e-11	-1.34707e-05	2.45572e-05	2.8968e-05	168.066
8.28	5.5238363999999994e-11	-2.43188e-05	-9.91826e-05	8.86922e-05	-109.134
8.31	5.5438503e-11	1.9312e-05	-8.10629e-06	1.04905e-05	-171.288
8.34	5.5638642e-11	-4.41077e-06	-4.76841e-07	1.6451e-05	45.84
8.37	5.583878099999999e-11	2.14578e-05	2.75375e-05	1.83583e-05	132.978
8.4	5.603892e-11	-4.72071e-05	-1.78815e-05	2.41996e-05	-78.462
8.43	5.6239059e-11	-4.62534e-05	-1.22786e-05	4.44653e-05	-138.696
8.46	5.6439198000000003e-11	-1.54973e-06	3.67167e-05	6.09162e-05	114.3
8.49	5.6639336999999996e-11	-3.81472e-05	-6.91417e-06	1.03713e-05	15.408
8.52	5.6839475999999996e-11	1.89544e-05	2.53917e-05	9.17917e-06	-96.984
8.55	5.7039615e-11	-4.91145e-05	-3.02793e-05	4.00546e-05	-143.13
8.58	5.7239753999999995e-11	1.91928e-05	-4.0293e-05	3.73127e-05	-164.106
8.61	5.7439892999999994e-11	-8.46392e-06	3.57629e-06	5.00682e-06	93.504
8.64	5.7640032e-11	2.62262e-05	-2.86104e-06	1.50204e-05	-143.076
8.67	5.7840171e-11	-1.08481e-05	-2.30075e-05	3.68359e-05	-68.088
8.7	5.804030999999999e-11	3.55246e-05	4.52998e-06	5.48366e-06	167.094
8.73	5.8240449e-11	-2.4438e-05	2.12194e-05	1.5855e-05	-76.086
8.76	5.8440588e-11	-9.5368e-06	3.5763e-07	3.2902e-05	114.384
8.79	5.864072699999999e-11	2.7299e-05	2.51533e-05	4.30348e-05	-33.972
8.82	5.8840866e-11	-2.39612e-05	7.74866e-06	2.58685e-05	110.994
