Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 10deg, Chopper 230Hz, time constant=0.03, sensitivity=5mV
6.0	4.00278e-11	-5.31676e-05	-1.54973e-05	8.10628e-05	-137.46
6.03	4.0227939e-11	5.53133e-05	1.31131e-05	5.96049e-06	-112.008
6.06	4.0428078e-11	1.62126e-05	-1.07289e-05	4.86376e-05	-126.342
6.09	4.0628217e-11	-4.57766e-05	6.79498e-05	9.96594e-05	158.988
6.12	4.0828356e-11	8.82155e-06	0.000105858	8.60696e-05	83.556
6.15	4.1028495e-11	1.66894e-06	7.15259e-06	3.26636e-05	82.386
6.18	4.1228633999999996e-11	-3.45709e-05	2.43188e-05	6.1274e-05	164.94
6.21	4.1428772999999995e-11	9.77522e-06	-1.00136e-05	3.40941e-05	176.13
6.24	4.1628912e-11	-7.48639e-05	-8.32085e-05	0.000119448	-137.286
6.27	4.1829050999999994e-11	7.98707e-05	-8.51159e-05	0.000103236	-69.564
6.3	4.2029189999999994e-11	-1.26362e-05	1.09673e-05	9.29838e-06	-19.572
6.33	4.2229329e-11	1.35899e-05	3.91009e-05	2.93256e-05	145.068
6.36	4.2429468e-11	2.14578e-06	-1.59742e-05	4.3154e-05	-170.538
6.39	4.2629607e-11	4.57766e-05	-1.09673e-05	3.55246e-05	-153.576
6.42	4.2829746e-11	-3.60014e-05	1.02521e-05	3.02793e-05	-131.424
6.45	4.3029885e-11	-3.00409e-05	3.67167e-05	3.74319e-05	-134.034
6.48	4.3230024e-11	4.91145e-05	-5.67439e-05	6.03201e-05	-105.126
6.51	4.3430162999999996e-11	-5.98433e-05	4.98297e-05	7.86786e-05	155.226
6.54	4.3630301999999995e-11	2.81335e-05	-8.94074e-05	7.74865e-05	-91.89
6.57	4.3830441e-11	-3.12331e-05	-5.03066e-05	4.69687e-05	-167.796
6.6	4.4030579999999994e-11	-5.17371e-05	4.6015e-05	5.53133e-05	93.876
6.63	4.4230719e-11	4.55382e-05	-7.29566e-05	6.0797e-05	23.544
6.66	4.4430858e-11	5.55518e-05	2.52725e-05	8.41622e-05	18.606
6.69	4.4630997e-11	4.26772e-05	-1.52589e-05	5.45981e-05	-33.654
6.72	4.4831136e-11	1.31131e-05	-7.39101e-06	4.29156e-05	38.076
6.75	4.5031275e-11	-1.00136e-05	-1.00136e-05	1.38283e-05	-65.88
6.78	4.5231414e-11	-2.78951e-05	-9.5368e-06	7.41486e-05	-165.78
6.81	4.5431552999999997e-11	-0.000133038	-1.26362e-05	0.000138761	-166.542
6.84	4.5631691999999996e-11	-2.6703e-05	-4.05314e-06	5.72207e-05	-130.938
6.87	4.5831830999999996e-11	-8.10629e-06	2.2173e-05	2.93256e-05	-127.26
6.9	4.603197e-11	4.81608e-05	-8.58312e-05	7.53407e-05	-119.964
6.93	4.6232108999999994e-11	8.34471e-06	1.16826e-05	2.43188e-05	-167.082
6.96	4.6432248e-11	-9.203e-05	-1.40668e-05	7.79633e-05	-144.972
6.99	4.6632387e-11	-1.12057e-05	0.000100136	0.000100613	82.8
7.02	4.683252599999999e-11	2.28883e-05	1.4782e-05	3.17099e-05	-173.988
7.05	4.7032665e-11	4.93529e-05	-1.28747e-05	1.97889e-05	-173.688
7.08	4.7232804e-11	-7.39101e-06	6.19891e-06	3.09946e-05	1.59
7.11	4.7432943e-11	1.54973e-05	2.43188e-05	2.0981e-05	53.676
7.14	4.7633081999999997e-11	-7.43871e-05	2.76567e-05	7.74865e-05	159.138
7.17	4.7833220999999996e-11	-2.00273e-05	1.85968e-05	3.02793e-05	28.152
7.2	4.8033359999999996e-11	-5.45981e-05	1.09673e-05	6.69961e-05	40.506
7.23	4.8233499e-11	-1.71663e-05	-4.0293e-05	3.74319e-05	-157.572
7.26	4.8433637999999994e-11	-3.38557e-05	-9.53682e-07	2.26499e-05	-130.008
7.29	4.8633777e-11	5.96049e-06	9.29838e-06	4.07698e-05	-90.378
7.32	4.8833916e-11	-4.36308e-05	2.31267e-05	4.00546e-05	66.54
7.35	4.903405499999999e-11	-5.12602e-05	2.3842e-06	2.47956e-05	73.446
7.38	4.9234194e-11	-5.43597e-05	-5.96049e-06	3.45709e-05	-174.702
7.41	4.9434333e-11	-2.86104e-06	4.93529e-05	4.81608e-05	81.396
7.44	4.9634472e-11	3.40941e-05	-5.60286e-05	7.20029e-05	-66.27
7.47	4.9834611e-11	5.76975e-05	1.6451e-05	1.69278e-05	-106.146
7.5	5.0034749999999996e-11	-4.45845e-05	6.41351e-05	8.05859e-05	134.01
7.53	5.0234889e-11	-8.13012e-05	-6.62808e-05	8.89306e-05	-138.414
7.56	5.0435027999999995e-11	3.33788e-05	-6.96187e-05	7.77249e-05	-96.702
7.59	5.0635166999999994e-11	-2.50341e-05	3.09946e-05	8.01091e-05	158.67
7.62	5.0835306e-11	-3.67167e-05	1.85968e-05	1.26362e-05	-37.122
7.65	5.1035445e-11	-4.83992e-05	7.62945e-06	4.52998e-05	122.346
7.68	5.123558399999999e-11	-1.26362e-05	-7.86787e-06	3.09946e-05	17.562
7.71	5.1435723e-11	-6.91417e-06	-1.6451e-05	2.71798e-05	-177.18
7.74	5.1635862e-11	-5.19755e-05	-1.23978e-05	2.05041e-05	51.936
7.77	5.1836001e-11	-3.09946e-05	-6.19893e-05	6.1274e-05	-147.822
7.8	5.203614e-11	-4.12466e-05	-2.57493e-05	5.43597e-05	-167.718
7.83	5.2236278999999996e-11	-2.2173e-05	1.85968e-05	1.21594e-05	-48.816
7.86	5.2436418e-11	-1.07289e-05	5.96049e-06	4.24387e-05	-37.194
7.89	5.2636556999999995e-11	2.45572e-05	1.04905e-05	3.02793e-05	-96.672
7.92	5.2836695999999994e-11	6.62808e-05	5.07834e-05	4.52998e-05	53.832
7.95	5.3036835e-11	8.82155e-06	-2.50341e-05	5.38828e-05	-97.488
7.98	5.3236974e-11	-6.81882e-05	1.76431e-05	7.10492e-05	175.704
8.01	5.343711299999999e-11	8.58313e-06	-4.6015e-05	4.43461e-05	-154.536
8.04	5.363725199999999e-11	-2.81335e-05	-1.40668e-05	4.50613e-05	-171.936
8.07	5.3837391e-11	-6.43735e-05	9.53682e-07	2.98024e-05	148.8
8.1	5.403753e-11	-1.88352e-05	8.44006e-05	9.56063e-05	101.604
8.13	5.4237669000000003e-11	9.60832e-05	2.02657e-05	0.000107766	52.59
8.16	5.4437807999999996e-11	-6.65192e-05	-5.10218e-05	4.55382e-05	179.778
8.19	5.4637946999999996e-11	6.8665e-05	-2.71798e-05	5.29292e-05	60.216
8.22	5.4838086e-11	-2.05041e-05	5.96049e-06	2.47956e-05	-97.908
8.25	5.5038224999999995e-11	-3.12331e-05	-2.12194e-05	4.07698e-05	-58.212
8.28	5.5238363999999994e-11	2.45572e-05	9.77522e-06	9.77522e-06	-168.426
