Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 0deg, Chopper 230Hz, time constant=0.03, sensitivity=5mV
6.0	4.00278e-11	-7.62944e-05	-4.22003e-05	4.86376e-05	-6.228
6.03	4.0227939e-11	-2.45572e-05	3.74319e-05	3.98161e-05	110.994
6.06	4.0428078e-11	2.05041e-05	-4.83992e-05	5.3406e-05	-87.162
6.09	4.0628217e-11	-2.24115e-05	4.07698e-05	4.74455e-05	-168.264
6.12	4.0828356e-11	-1.09673e-05	3.2902e-05	2.69414e-05	-151.842
6.15	4.1028495e-11	-6.67577e-05	2.0981e-05	8.48775e-05	166.944
6.18	4.1228633999999996e-11	-3.57629e-06	-2.33651e-05	1.71663e-05	-141.522
6.21	4.1428772999999995e-11	5.48365e-05	4.19619e-05	3.45709e-05	97.614
6.24	4.1628912e-11	6.24661e-05	1.6451e-05	2.71798e-05	147.888
6.27	4.1829050999999994e-11	-1.83583e-05	-2.90872e-05	6.74729e-05	-106.836
6.3	4.2029189999999994e-11	-2.43188e-05	-7.15259e-07	2.69414e-05	160.572
6.33	4.2229329e-11	-3.79088e-05	-9.5368e-06	1.02521e-05	110.868
6.36	4.2429468e-11	-3.02793e-05	4.6015e-05	6.05586e-05	136.512
6.39	4.2629607e-11	3.2902e-05	1.69278e-05	5.65054e-05	5.034
6.42	4.2829746e-11	-2.74183e-05	6.62808e-05	7.74865e-05	121.53
6.45	4.3029885e-11	-4.50613e-05	-3.95777e-05	3.12331e-05	-127.206
6.48	4.3230024e-11	5.48366e-06	-3.76704e-05	6.00817e-05	-53.358
6.51	4.3430162999999996e-11	-9.34605e-05	6.41351e-05	0.000133515	163.908
6.54	4.3630301999999995e-11	1.85968e-05	-9.5368e-06	2.45572e-05	59.418
6.57	4.3830441e-11	1.43052e-05	-2.50341e-05	4.14851e-05	-165.726
6.6	4.4030579999999994e-11	-1.23978e-05	-1.07289e-05	1.69278e-05	49.656
6.63	4.4230719e-11	2.93256e-05	6.46119e-05	7.05724e-05	50.412
6.66	4.4430858e-11	0.000103236	5.36444e-05	6.93803e-05	65.694
6.69	4.4630997e-11	7.22413e-05	2.81335e-05	8.79769e-05	36.936
6.72	4.4831136e-11	-1.02521e-05	1.90736e-06	1.78815e-05	62.682
6.75	4.5031275e-11	2.36036e-05	-2.55109e-05	1.76431e-05	-101.82
6.78	4.5231414e-11	-3.00409e-05	-1.6451e-05	5.93665e-05	-147.528
6.81	4.5431552999999997e-11	-0.000209809	-4.3154e-05	0.000221969	-164.778
6.84	4.5631691999999996e-11	-5.38828e-05	-5.57902e-05	7.12876e-05	-75.384
6.87	4.5831830999999996e-11	3.36173e-05	-1.83583e-05	2.19346e-05	-73.8
6.9	4.603197e-11	6.43733e-06	3.40941e-05	3.17099e-05	-167.97
6.93	4.6232108999999994e-11	9.29838e-06	3.5763e-05	3.67167e-05	-163.866
6.96	4.6432248e-11	-6.96187e-05	3.26636e-05	7.34334e-05	109.086
6.99	4.6632387e-11	3.83856e-05	-3.17099e-05	6.5804e-05	-18.492
7.02	4.683252599999999e-11	3.33787e-06	2.81335e-05	4.0293e-05	167.532
7.05	4.7032665e-11	-4.64919e-05	4.52998e-05	6.98571e-05	158.634
7.08	4.7232804e-11	8.82155e-06	-3.38557e-05	2.59877e-05	-139.188
7.11	4.7432943e-11	-3.81472e-05	8.10629e-06	2.45572e-05	67.302
7.14	4.7633081999999997e-11	-2.62262e-05	1.02521e-05	1.62126e-05	178.122
7.17	4.7833220999999996e-11	4.29156e-06	-2.59877e-05	3.62399e-05	-5.658
7.2	4.8033359999999996e-11	-3.38557e-05	1.4782e-05	3.19483e-05	-129.174
7.23	4.8233499e-11	-6.10356e-05	-1.43052e-05	1.69278e-05	48.786
7.26	4.8433637999999994e-11	-1.43052e-06	-4.43461e-05	6.74729e-05	-108.432
7.29	4.8633777e-11	-6.15125e-05	-7.05724e-05	0.000115872	-116.124
7.32	4.8833916e-11	1.95504e-05	2.19346e-05	4.24387e-05	143.37
7.35	4.903405499999999e-11	5.96049e-06	-6.22277e-05	7.46255e-05	-57.804
7.38	4.9234194e-11	-3.09946e-06	-5.50749e-05	0.000101328	-121.914
7.41	4.9434333e-11	2.24115e-05	0.0	9.77522e-06	156.516
7.44	4.9634472e-11	-6.24661e-05	-6.67575e-06	1.9312e-05	-110.814
7.47	4.9834611e-11	-5.3406e-05	0.0	6.27046e-05	177.318
7.5	5.0034749999999996e-11	-5.55518e-05	5.14986e-05	5.38828e-05	128.55
7.53	5.0234889e-11	2.69414e-05	-2.55109e-05	5.29292e-05	-43.896
7.56	5.0435027999999995e-11	2.69414e-05	1.81199e-05	2.81335e-05	175.734
7.59	5.0635166999999994e-11	-5.96049e-05	-6.74729e-05	9.79905e-05	-81.048
7.62	5.0835306e-11	1.14442e-05	1.57357e-05	3.02793e-05	81.972
7.65	5.1035445e-11	1.14442e-05	-6.93803e-05	4.07698e-05	13.332
7.68	5.123558399999999e-11	-1.54973e-05	-6.60424e-05	8.46391e-05	-127.572
7.71	5.1435723e-11	2.52725e-05	5.93665e-05	5.84128e-05	33.348
7.74	5.1635862e-11	-1.88352e-05	1.04905e-05	3.67167e-05	117.192
7.77	5.1836001e-11	2.43188e-05	1.45436e-05	3.19483e-05	152.982
7.8	5.203614e-11	6.91417e-06	-2.36036e-05	5.45981e-05	-80.664
7.83	5.2236278999999996e-11	-3.48093e-05	1.21594e-05	5.03066e-05	166.272
7.86	5.2436418e-11	7.24797e-05	-4.26772e-05	0.000118018	-14.364
7.89	5.2636556999999995e-11	5.45981e-05	-5.0545e-05	7.3195e-05	-48.696
7.92	5.2836695999999994e-11	-1.78815e-05	-5.17371e-05	6.84266e-05	-117.624
7.95	5.3036835e-11	-7.86786e-05	-4.43461e-05	5.72207e-05	-160.146
7.98	5.3236974e-11	-6.91417e-06	0.0	5.29292e-05	174.396
8.01	5.343711299999999e-11	3.93393e-05	-8.84538e-05	7.53407e-05	-71.472
8.04	5.363725199999999e-11	5.74591e-05	-6.48503e-05	6.84266e-05	-61.656
8.07	5.3837391e-11	4.64919e-05	8.58313e-06	2.31267e-05	83.196
8.1	5.403753e-11	-3.64783e-05	-4.22003e-05	5.72207e-05	-128.544
8.13	5.4237669000000003e-11	1.04905e-05	-1.12057e-05	3.31404e-05	-90.996
8.16	5.4437807999999996e-11	7.58176e-05	-3.79088e-05	7.34334e-05	-25.626
8.19	5.4637946999999996e-11	-8.82155e-06	5.67439e-05	4.81608e-05	129.234
8.22	5.4838086e-11	-1.12057e-05	-7.58176e-05	7.22413e-05	-94.938
8.25	5.5038224999999995e-11	3.57629e-06	-4.93529e-05	4.57766e-05	23.964
8.28	5.5238363999999994e-11	-5.86512e-05	6.43733e-06	8.01091e-05	172.476
8.31	5.5438503e-11	-1.88352e-05	4.57766e-05	2.86103e-05	66.114
8.34	5.5638642e-11	-7.86787e-06	2.83719e-05	6.24661e-05	163.59
8.37	5.583878099999999e-11	-1.66894e-05	-2.57493e-05	5.55518e-05	-148.224
8.4	5.603892e-11	-2.62262e-05	-2.36036e-05	4.91145e-05	-163.272
8.43	5.6239059e-11	-2.33651e-05	-4.38693e-05	6.96187e-05	-156.768
8.46	5.6439198000000003e-11	-4.41077e-05	-4.22003e-05	4.43461e-05	142.746
8.49	5.6639336999999996e-11	-1.83583e-05	-1.4782e-05	3.33787e-06	-152.208
8.52	5.6839475999999996e-11	-5.81744e-05	3.64783e-05	2.55109e-05	-11.31
8.55	5.7039615e-11	5.86512e-05	3.45709e-05	8.51159e-05	20.874
8.58	5.7239753999999995e-11	-7.15259e-07	1.6451e-05	2.83719e-05	72.594
8.61	5.7439892999999994e-11	-2.62262e-05	6.69961e-05	6.5804e-05	157.488
8.64	5.7640032e-11	-0.00010252	-1.66894e-05	9.13148e-05	-164.748
8.67	5.7840171e-11	5.79359e-05	3.52862e-05	7.00955e-05	72.87
8.7	5.804030999999999e-11	1.14442e-05	4.52998e-06	3.36173e-05	-36.594
8.73	5.8240449e-11	6.03201e-05	1.31131e-05	5.38828e-05	54.63
8.76	5.8440588e-11	-7.74865e-05	2.59877e-05	6.31814e-05	-145.98
8.79	5.864072699999999e-11	-4.8876e-05	-2.24115e-05	1.95504e-05	67.722
8.82	5.8840866e-11	-8.10628e-05	1.16826e-05	5.19755e-05	111.918
8.85	5.904100499999999e-11	-4.7684e-06	2.64646e-05	2.0981e-05	32.004
8.88	5.924114400000001e-11	8.10629e-06	-5.14986e-05	6.00817e-05	-146.664
8.91	5.9441283e-11	9.05996e-06	1.85968e-05	1.09673e-05	-172.146
8.94	5.9641422e-11	-9.53682e-07	-4.83992e-05	4.55382e-05	-112.38
8.97	5.9841561e-11	1.9312e-05	6.91417e-06	2.3842e-05	-100.794
9.0	6.004169999999999e-11	-5.57902e-05	3.33788e-05	3.09946e-05	55.41
9.03	6.0241839e-11	-5.93665e-05	-2.6703e-05	8.6308e-05	-111.804
9.06	6.0441978e-11	-1.50204e-05	-3.17099e-05	2.47956e-05	139.872
