Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier, ZnTe detector angle dependance 0deg, Chopper 230Hz, time constant=0.03, sensitivity=5mV
6.0	4.00278e-11	-9.5368e-06	4.3154e-05	4.07698e-05	131.754
6.03	4.0227939e-11	2.86104e-06	7.15259e-06	2.76567e-05	-177.894
6.06	4.0428078e-11	-1.1921e-06	3.02793e-05	5.24523e-05	155.934
6.09	4.0628217e-11	-2.47956e-05	5.24523e-05	3.26636e-05	53.994
6.12	4.0828356e-11	-3.12331e-05	2.24115e-05	5.81744e-05	106.086
6.15	4.1028495e-11	-7.1526e-05	2.36036e-05	7.00955e-05	87.87
6.18	4.1228633999999996e-11	1.31131e-05	8.39238e-05	9.39374e-05	104.862
6.21	4.1428772999999995e-11	-5.36444e-05	-6.91417e-06	3.8624e-05	-114.384
6.24	4.1628912e-11	-4.38693e-05	-1.52589e-05	3.31404e-05	176.55
6.27	4.1829050999999994e-11	1.43052e-06	-1.66894e-06	8.82155e-06	90.972
6.3	4.2029189999999994e-11	-6.22277e-05	1.33515e-05	9.46526e-05	157.302
6.33	4.2229329e-11	-3.12331e-05	-2.2173e-05	5.41213e-05	-146.478
6.36	4.2429468e-11	1.04905e-05	5.74591e-05	7.22413e-05	67.638
6.39	4.2629607e-11	-4.41077e-05	-2.59877e-05	4.29156e-06	101.988
6.42	4.2829746e-11	-5.67439e-05	-4.67303e-05	9.79905e-05	-144.798
6.45	4.3029885e-11	3.45709e-05	-1.81199e-05	5.6267e-05	-37.878
6.48	4.3230024e-11	-4.76839e-05	0.0	6.19893e-05	-173.616
6.51	4.3430162999999996e-11	-7.08108e-05	-1.95504e-05	8.39238e-05	-160.44
6.54	4.3630301999999995e-11	4.14851e-05	-2.57493e-05	7.67712e-05	-25.266
6.57	4.3830441e-11	-3.00409e-05	-1.90736e-05	2.62262e-05	73.116
6.6	4.4030579999999994e-11	4.24387e-05	-3.21867e-05	5.29292e-05	7.668
6.63	4.4230719e-11	4.12466e-05	-4.19619e-05	4.10082e-05	-90.0
6.66	4.4430858e-11	5.38828e-05	3.91009e-05	5.29292e-05	33.606
6.69	4.4630997e-11	4.91145e-05	2.69414e-05	6.98571e-05	20.832
6.72	4.4831136e-11	3.05178e-05	-3.17099e-05	5.45981e-05	-84.024
6.75	4.5031275e-11	4.36308e-05	-2.78951e-05	8.55927e-05	-13.086
