Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#With Preamplifier, Amplification 1,High pass 100Hz, low pass 300Hz Chopper 230Hz, time constant=0.03, sensitivity=10mV
4.0	2.66852e-11	-4.48229e-05	4.29156e-06	5.0545e-05	163.092
4.05	2.7018765e-11	-3.05178e-05	-1.71663e-05	1.62126e-05	171.774
4.1	2.7352329999999996e-11	-1.52589e-05	3.09946e-05	3.38557e-05	115.5
4.15	2.7685895000000002e-11	-1.43052e-06	3.38557e-05	3.5763e-05	100.494
4.2	2.801946e-11	-1.66894e-05	9.53682e-07	2.19346e-05	162.438
4.25	2.8353025e-11	-1.71663e-05	-2.0981e-05	3.8624e-05	-90.0
4.3	2.8686589999999996e-11	-7.15259e-06	9.5368e-06	1.04905e-05	11.31
4.35	2.9020154999999996e-11	-1.76431e-05	7.62945e-06	1.33515e-05	-37.566
4.4	2.935372e-11	-3.81473e-06	4.33924e-05	3.09946e-05	-174.36
4.45	2.9687285e-11	-3.33788e-05	-2.3842e-05	5.29292e-05	178.314
4.5	3.0020849999999996e-11	1.85968e-05	-8.58313e-06	2.81335e-05	-49.146
4.55	3.0354415e-11	1.90736e-05	4.76841e-07	4.05314e-05	43.308
4.6	3.0687979999999997e-11	-4.67303e-05	-1.28747e-05	6.00817e-05	-147.798
4.65	3.1021545e-11	-1.71663e-05	3.8624e-05	3.71935e-05	126.024
4.7	3.135511e-11	-1.43052e-05	2.19346e-05	1.52589e-05	-58.392
4.75	3.1688675e-11	2.57493e-05	2.86103e-05	2.47956e-05	94.146
4.8	3.202224e-11	-2.05041e-05	2.47956e-05	5.00681e-05	128.568
4.85	3.2355804999999994e-11	-1.00136e-05	8.58313e-06	1.38283e-05	-86.988
4.9	3.2689370000000004e-11	-6.24661e-05	3.52862e-05	5.67439e-05	99.606
4.95	3.3022935e-11	-3.43325e-05	1.23978e-05	2.05041e-05	132.798
5.0	3.33565e-11	-8.10629e-06	2.3842e-06	2.90872e-05	131.952
5.05	3.3690064999999994e-11	-4.43461e-05	4.95913e-05	6.38966e-05	159.906
5.1	3.402363e-11	-6.24661e-05	1.95504e-05	4.33924e-05	139.188
5.15	3.4357195e-11	1.90736e-05	4.00546e-05	3.91009e-05	63.132
5.2	3.469076e-11	-4.95913e-05	-1.00136e-05	3.81472e-05	-124.698
5.25	3.5024325e-11	1.00136e-05	3.71935e-05	2.6703e-05	-172.566
5.3	3.535789e-11	-5.00681e-05	1.38283e-05	3.09946e-05	113.964
5.35	3.5691454999999995e-11	8.58313e-06	3.00409e-05	3.2902e-05	171.06
5.4	3.602502e-11	3.14715e-05	-1.33515e-05	2.14578e-05	-62.592
5.45	3.6358585e-11	2.47956e-05	-1.43052e-06	3.00409e-05	-33.042
5.5	3.669215e-11	-1.62126e-05	-1.14442e-05	3.09946e-05	-132.918
5.55	3.7025714999999995e-11	-1.43052e-05	7.29566e-05	7.34334e-05	106.926
5.6	3.735928e-11	2.19346e-05	3.43325e-05	4.05314e-05	93.54
5.65	3.7692845e-11	-2.57493e-05	-2.19346e-05	4.62534e-05	-142.176
5.7	3.802641e-11	4.48229e-05	-5.72208e-06	3.67167e-05	36.636
5.75	3.8359974999999996e-11	-2.00273e-05	1.04905e-05	2.19346e-05	-161.244
5.8	3.869354e-11	9.53682e-07	9.53682e-07	4.29156e-06	-131.01
5.85	3.9027104999999996e-11	-1.09673e-05	-4.7684e-06	2.43188e-05	21.372
5.9	3.936067e-11	-3.91009e-05	1.43052e-06	3.33788e-05	148.392
5.95	3.9694234999999996e-11	2.76567e-05	-8.58313e-06	1.4782e-05	-71.916
6.0	4.00278e-11	-1.43052e-06	0.0	1.71663e-05	-165.678
6.05	4.0361364999999996e-11	-5.9128e-05	9.53682e-07	6.24661e-05	-174.654
6.1	4.0694929999999993e-11	1.85968e-05	8.10629e-06	1.1921e-05	-95.712
6.15	4.1028495e-11	-1.14442e-05	-1.43052e-06	2.71798e-05	-135.87
6.2	4.136206e-11	-9.05996e-06	-2.3842e-05	2.19346e-05	-65.172
6.25	4.1695625e-11	3.43325e-05	-1.90736e-05	3.38557e-05	-128.328
6.3	4.2029189999999994e-11	2.43188e-05	3.81472e-05	3.52862e-05	163.842
6.35	4.2362755e-11	1.33515e-05	1.76431e-05	3.52862e-05	78.81
6.4	4.269632e-11	-6.43735e-05	-2.0981e-05	3.67167e-05	-156.162
6.45	4.3029885e-11	-3.09946e-05	-2.43188e-05	3.38557e-05	-157.02
6.5	4.336345e-11	-1.09673e-05	6.19891e-06	1.14442e-05	135.0
6.55	4.3697015e-11	-7.15259e-06	2.24115e-05	1.76431e-05	56.766
6.6	4.4030579999999994e-11	-1.00136e-05	-4.43461e-05	3.33788e-05	-165.75
6.65	4.4364145e-11	2.6703e-05	2.81335e-05	6.05586e-05	5.328
6.7	4.469771e-11	6.62808e-05	-1.4782e-05	5.57902e-05	-36.384
6.75	4.5031275e-11	-2.90872e-05	4.43461e-05	4.43461e-05	114.606
6.8	4.5364839999999995e-11	-4.52998e-05	-1.62126e-05	5.19755e-05	156.09
6.85	4.5698405e-11	-2.00273e-05	-1.66894e-05	2.86103e-05	-54.522
6.9	4.603197e-11	-2.71798e-05	1.66894e-05	2.47956e-05	85.35
6.95	4.6365535e-11	-5.72208e-06	-2.86104e-06	8.10629e-06	-141.342
7.0	4.6699099999999995e-11	-2.33651e-05	-5.10218e-05	4.33924e-05	-57.492
7.05	4.7032665e-11	-1.14442e-05	4.76841e-07	2.57493e-05	-150.642
7.1	4.7366229999999995e-11	-3.19483e-05	0.0	2.28883e-05	-170.094
7.15	4.7699795e-11	-2.3842e-06	4.10082e-05	4.86376e-05	64.356
7.2	4.8033359999999996e-11	-1.43052e-05	-9.05996e-06	2.0981e-05	133.53
7.25	4.8366925e-11	1.90736e-06	-4.52998e-05	5.57902e-05	-112.284
7.3	4.8700489999999996e-11	-1.43052e-06	1.85968e-05	3.09946e-05	60.006
7.35	4.903405499999999e-11	9.05996e-06	1.95504e-05	2.81335e-05	54.69
7.4	4.936762e-11	-1.76431e-05	4.33924e-05	3.05178e-05	90.0
7.45	4.9701185e-11	-2.90872e-05	5.24524e-06	5.24523e-05	-170.226
7.5	5.0034749999999996e-11	3.91009e-05	4.7684e-06	1.04905e-05	-165.6
7.55	5.036831499999999e-11	-3.67167e-05	3.33788e-05	4.05314e-05	105.87
7.6	5.0701879999999996e-11	-2.6703e-05	-1.90736e-05	4.33924e-05	-158.028
7.65	5.1035445e-11	-9.05996e-06	-3.76704e-05	5.72207e-05	-103.056
7.7	5.1369009999999997e-11	-3.00409e-05	1.90736e-06	5.38828e-05	173.292
7.75	5.1702575e-11	-4.19619e-05	2.0981e-05	3.48093e-05	111.804
7.8	5.203614e-11	8.10629e-06	1.52589e-05	6.67575e-06	127.692
7.85	5.2369704999999994e-11	-1.38283e-05	-4.33924e-05	3.14715e-05	-132.396
7.9	5.270327e-11	4.91145e-05	1.85968e-05	3.5763e-05	165.966
7.95	5.3036835e-11	-5.29292e-05	-1.81199e-05	6.38966e-05	-170.394
8.0	5.33704e-11	-5.53133e-05	1.4782e-05	6.15125e-05	137.874
8.05	5.3703965e-11	-2.24115e-05	1.90736e-05	4.48229e-05	175.572
8.1	5.403753e-11	-2.6703e-05	9.5368e-06	3.62399e-05	153.084
8.15	5.4371095e-11	-1.90736e-06	4.29156e-06	1.23978e-05	60.252
8.2	5.470465999999999e-11	-4.76841e-07	-1.4782e-05	3.14715e-05	-59.442
8.25	5.5038224999999995e-11	-5.29292e-05	4.7684e-06	4.57766e-05	129.66
8.3	5.5371790000000004e-11	-3.76704e-05	4.52998e-05	6.38966e-05	96.282
8.35	5.5705354999999995e-11	-4.7684e-06	3.71935e-05	5.19755e-05	102.93
8.4	5.603892e-11	-1.23978e-05	2.6703e-05	4.05314e-05	117.72
8.45	5.6372484999999995e-11	-3.14715e-05	3.19483e-05	4.95913e-05	64.686
8.5	5.670605e-11	-7.15259e-06	-4.57766e-05	4.43461e-05	-8.532
8.55	5.7039615e-11	-4.67303e-05	-1.14442e-05	6.19893e-05	-178.434
8.6	5.737317999999999e-11	-1.62126e-05	-5.24524e-06	9.5368e-06	177.612
8.65	5.7706745e-11	-2.47956e-05	-2.14578e-05	1.43052e-05	113.784
8.7	5.804030999999999e-11	6.19891e-06	2.86104e-06	2.0981e-05	163.686
8.75	5.8373875e-11	-6.67575e-06	1.09673e-05	3.05178e-05	61.524
8.8	5.870744e-11	-4.7684e-06	1.57357e-05	2.28883e-05	60.642
8.85	5.904100499999999e-11	-1.90736e-05	6.05586e-05	7.86786e-05	108.192
8.9	5.937457e-11	-6.19891e-06	1.28747e-05	2.19346e-05	-2.814
8.95	5.9708135e-11	2.62262e-05	1.1921e-05	2.86103e-05	26.832
9.0	6.004169999999999e-11	-4.7684e-06	-1.09673e-05	3.81472e-05	176.76
9.05	6.0375265e-11	-3.43325e-05	1.85968e-05	5.10218e-05	125.922
9.1	6.070883e-11	-1.23978e-05	5.86512e-05	5.00681e-05	139.086
9.15	6.1042395e-11	-1.14442e-05	2.9564e-05	4.19619e-05	137.016
9.2	6.137595999999999e-11	-5.72208e-06	5.24524e-06	1.57357e-05	6.63
9.25	6.1709525e-11	-1.09673e-05	2.62262e-05	3.24252e-05	15.624
9.3	6.204309e-11	1.90736e-06	-2.19346e-05	3.33788e-05	-176.448
9.35	6.2376655e-11	8.58313e-06	4.52998e-05	2.57493e-05	90.0
9.4	6.271022e-11	3.09946e-05	3.95777e-05	3.09946e-05	0.0
9.45	6.304378499999999e-11	-4.14851e-05	-3.33788e-05	5.9128e-05	-92.676
9.5	6.337735e-11	2.0981e-05	-2.3842e-06	7.62945e-06	150.048
9.55	6.3710915e-11	-3.14715e-05	4.29156e-05	6.77113e-05	111.066
9.6	6.404448e-11	-3.71935e-05	6.19891e-06	1.09673e-05	-68.196
9.65	6.4378045e-11	-3.5763e-05	-6.67575e-06	3.8624e-05	-168.528
9.7	6.471160999999999e-11	-1.81199e-05	-6.67575e-06	1.1921e-05	-39.066
9.75	6.5045175e-11	-3.91009e-05	1.14442e-05	3.81472e-05	112.182
9.8	6.537874000000001e-11	2.28883e-05	5.48365e-05	6.72345e-05	51.162
9.85	6.571230499999999e-11	1.23978e-05	1.04905e-05	3.76704e-05	18.282
9.9	6.604587e-11	-5.57902e-05	-1.90736e-05	5.10218e-05	-132.108
9.95	6.6379435e-11	-5.3406e-05	-2.00273e-05	3.8624e-05	-122.736
10.0	6.6713e-11	-4.24387e-05	-3.14715e-05	4.57766e-05	-101.154
10.05	6.7046565e-11	-1.14442e-05	3.38557e-05	3.81472e-05	85.764
10.1	6.738012999999999e-11	-2.57493e-05	7.62945e-06	4.19619e-05	-153.6
10.15	6.7713695e-11	-1.23978e-05	-7.10492e-05	6.72345e-05	-154.83
10.2	6.804726e-11	-2.19346e-05	-1.62126e-05	1.57357e-05	-21.162
10.25	6.838082499999999e-11	2.86104e-06	2.3842e-06	1.85968e-05	114.318
10.3	6.871439e-11	-7.77249e-05	1.43052e-05	7.29566e-05	174.966
10.35	6.9047955e-11	-2.76567e-05	7.15259e-06	2.19346e-05	96.768
10.4	6.938152e-11	-5.67439e-05	1.76431e-05	3.81472e-05	142.404
10.45	6.971508499999999e-11	-5.14986e-05	3.2902e-05	6.2943e-05	146.58
10.5	7.004865e-11	-7.10492e-05	-5.72208e-06	9.91826e-05	172.932
10.55	7.0382215e-11	-8.9169e-05	-3.95777e-05	0.000133992	-173.472
10.6	7.071578e-11	-0.000114441	1.62126e-05	7.82018e-05	177.366
10.65	7.104934499999999e-11	-0.000149251	2.3842e-05	0.000155927	169.398
10.7	7.138290999999999e-11	-0.000157357	8.3447e-05	0.00022936	166.8
10.75	7.1716475e-11	-0.000141622	3.19483e-05	0.000137807	169.428
10.8	7.205004e-11	-0.000162602	5.6267e-05	0.000167848	163.944
10.85	7.238360499999999e-11	-0.000232697	8.86922e-05	0.000263216	155.802
10.9	7.271717e-11	-0.000167371	9.05996e-06	0.000181676	179.79
10.95	7.305073499999999e-11	0.000239373	-0.000120163	0.0002656	-26.436
11.0	7.33843e-11	0.00124455	-0.000473978	0.00131179	-20.856
11.05	7.371786500000001e-11	0.000576977	-0.000205995	0.000612739	-19.068
11.1	7.405142999999999e-11	-0.000293734	7.05724e-05	0.000306608	173.136
11.15	7.4384995e-11	-0.000105381	-3.33787e-06	0.000125886	-179.082
11.2	7.471856e-11	-4.76841e-07	-4.86376e-05	4.38693e-05	-88.212
11.25	7.5052125e-11	1.62126e-05	-1.90736e-06	2.43188e-05	-36.09
11.3	7.538569e-11	-0.000129701	-6.67575e-06	0.000119687	178.95
11.35	7.571925499999999e-11	-6.19891e-06	2.86103e-05	2.62262e-05	75.204
11.4	7.605282e-11	-0.00012827	3.33788e-05	0.000127793	153.924
11.45	7.6386385e-11	-0.000107766	-4.7684e-06	0.000108243	166.002
11.5	7.671994999999999e-11	-4.52998e-05	-2.14578e-05	3.62399e-05	175.392
11.55	7.7053515e-11	-0.00011015	3.09946e-05	0.000117302	164.262
11.6	7.738708e-11	1.43052e-05	3.81472e-05	2.71798e-05	80.706
11.65	7.7720645e-11	-0.000134469	2.05041e-05	0.000129224	177.594
11.7	7.805420999999999e-11	-2.86104e-06	-1.28747e-05	2.52725e-05	-16.032
11.75	7.8387775e-11	-4.29156e-05	5.53133e-05	6.53272e-05	114.342
11.8	7.872134e-11	-5.76975e-05	2.0981e-05	8.9169e-05	161.43
11.85	7.9054905e-11	-3.81472e-05	-2.86103e-05	3.71935e-05	-141.024
11.9	7.938846999999999e-11	-1.95504e-05	4.76841e-07	1.76431e-05	100.41
11.95	7.972203499999999e-11	3.81472e-05	-3.38557e-05	3.00409e-05	-92.79
12.0	8.00556e-11	-1.1921e-05	-8.10629e-06	1.71663e-05	120.114
