Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#With Preamplifier, Amplification 1,High pass 100Hz, low pass 300Hz Chopper 230Hz, time constant=0.03, sensitivity=10mV
4.0	2.66852e-11	9.53682e-07	1.43052e-06	2.3842e-06	45.0
5.0	3.33565e-11	-4.76841e-07	4.76841e-07	9.53682e-07	90.0
6.0	4.00278e-11	9.53682e-07	4.76841e-07	9.53682e-07	75.966
7.0	4.6699099999999995e-11	9.53682e-07	4.76841e-07	1.43052e-06	33.69
8.0	5.33704e-11	4.76841e-07	-4.76841e-07	0.0	-45.0
9.0	6.004169999999999e-11	0.0	9.53682e-07	9.53682e-07	63.438
10.0	6.6713e-11	4.76841e-07	4.76841e-07	0.0	90.0
11.0	7.33843e-11	9.53682e-07	0.0	1.43052e-06	14.034
12.0	8.00556e-11	4.76841e-07	0.0	9.53682e-07	18.432
13.0	8.67269e-11	4.76841e-07	-9.53682e-07	0.0	-90.0
14.0	9.339819999999999e-11	1.90736e-06	9.53682e-07	1.43052e-06	111.804
15.0	1.0006949999999999e-10	9.53682e-07	-4.76841e-07	9.53682e-07	-45.0
16.0	1.067408e-10	9.53682e-07	1.90736e-06	2.86104e-06	66.036
17.0	1.134121e-10	4.76841e-07	9.53682e-07	9.53682e-07	90.0
18.0	1.2008339999999999e-10	4.76841e-07	-9.53682e-07	9.53682e-07	-63.438
