X 	 Y 	 R 	 theta 

-0.000740055	0.00023842	0.000719074	160.062
-0.00056744	0.000129701	0.000558857	165.318
-0.000607494	9.53679e-05	0.000701908	171.492
-0.000649456	0.000103951	0.000626568	166.572
-0.000737194	8.58312e-05	0.000709537	171.426
-0.000684742	4.48229e-05	0.000628475	169.26
-0.000494961	0.000112534	0.000488285	166.716
-0.000499729	0.000204087	0.000504497	166.482
-0.000578884	4.67303e-05	0.000630382	173.328
-0.000464441	5.81744e-05	0.000436785	170.898
-0.00039673	0.000145913	0.000471117	170.682
-0.000449182	2.6703e-05	0.000347139	174.666
-0.00030327	2.76567e-05	0.000371935	167.682
-0.000307085	0.000100136	0.000299456	168.186
-0.000326158	-6.00817e-05	0.000342371	-176.172
-0.000312807	0.0	0.000351908	179.184
-0.000247004	2.00273e-05	0.000257494	169.29
-9.53679e-05	3.62399e-05	0.000162126	-159.546
-4.95913e-05	6.67577e-05	0.000115395	133.782
-6.67577e-05	-7.72481e-05	0.000136376	-111.348
7.72481e-05	-8.20165e-05	7.72481e-05	-88.638
0.000216485	-7.1526e-05	0.000183106	20.706
0.000304224	-0.000142098	0.000347139	-17.898
0.000283243	-3.43325e-05	0.000342371	-7.962
0.000503544	-7.53407e-05	0.000508312	-17.064
0.000534061	-0.000272753	0.000568394	-18.456
0.000716213	-0.000242234	0.000746731	-20.112
0.000816349	-0.000208856	0.000901226	-14.592
0.000891689	-0.000191689	0.000964168	-13.524
0.000936512	-0.00018406	0.00104523	-13.998
0.00105668	-0.000381472	0.00104905	-16.134
0.00115968	-0.000390055	0.0012045	-18.09
0.00132657	-0.000391008	0.00143147	-21.504
0.00126649	-0.000536922	0.0014391	-23.412
0.00152398	-0.000518803	0.00166035	-18.258
0.0014515	-0.000547413	0.00162984	-20.094
0.00166989	-0.000599865	0.00176717	-21.684
0.00161839	-0.000499729	0.00176144	-16.932
0.0016985	-0.000638012	0.00184918	-22.356
0.00172044	-0.000729565	0.00188447	-22.86
0.00172807	-0.000662807	0.00178147	-22.188
0.00164128	-0.000786785	0.00190163	-22.71
0.00171757	-0.000692371	0.00184823	-22.134
0.00176049	-0.000744823	0.00186635	-23.31
0.00177384	-0.000751499	0.00188828	-23.472
0.00164033	-0.000706676	0.00179482	-25.518
0.00151635	-0.00063229	0.00160218	-24.372
0.00154782	-0.000617031	0.00170899	-21.474
0.00142575	-0.000511173	0.00150204	-22.662
0.00132848	-0.000548366	0.00148583	-21.24
0.0010872	-0.000413897	0.00124074	-24.606
0.0010891	-0.000432016	0.00118638	-20.214
0.000936512	-0.000408174	0.000954632	-23.268
0.000746731	-0.000260355	0.000740055	-19.854
0.000435831	-0.000113488	0.000389101	-5.826
0.000262262	-0.000185014	0.000343325	-22.782
-9.5368e-06	9.53679e-05	7.43871e-05	72.702
-0.000276567	4.38693e-05	0.000211717	-176.352
-0.000485422	-6.00817e-05	0.000400545	168.9
-0.00076199	0.000211717	0.00080109	163.53
-0.000961307	0.000159265	0.000989921	164.088
-0.00091267	0.000239373	0.000984199	165.672
-0.00112725	0.000233651	0.00124455	163.704
-0.00129891	0.000325205	0.00133992	164.184
-0.00128938	0.000283243	0.00130368	165.294
-0.00128747	0.000247957	0.00133324	164.412
-0.00124646	0.000376703	0.00128842	163.194
-0.00121213	0.000300409	0.00127507	168.774
-0.000898365	0.000234605	0.000998504	169.92
-0.000815395	0.000204087	0.000903133	164.28
-0.000850681	4.76839e-05	0.000842098	172.86
-0.000664715	0.000136376	0.000574116	164.43
-0.000589374	0.000129701	0.000553135	163.638
-0.000508312	-5.6267e-05	0.000464441	-170.976
-0.000286104	8.58312e-05	0.000329973	-170.004
-0.000223161	8.58313e-06	0.000206948	179.178
-0.000226975	7.05724e-05	0.00023842	-169.896
-0.000272753	-6.2943e-05	0.000177384	-129.462
-0.000185967	-9.82289e-05	0.000247957	-155.424
-0.000348093	9.53682e-07	0.000366213	-174.114
-0.000250818	-1.33515e-05	0.000236512	171.45
-0.000265123	-3.71935e-05	0.00025654	168.03
-0.000427248	-4.57766e-05	0.000334742	-168.372
-0.000530247	-7.62944e-05	0.000433924	179.694
-0.000421526	-9.82289e-05	0.000407221	-173.37
-0.000347139	0.000123979	0.000362398	172.29
-0.000515942	9.25069e-05	0.000497822	172.29
-0.000450136	2.6703e-05	0.000365259	168.186
-0.000330927	8.39238e-05	0.000391008	174.894
-0.000356676	4.00546e-05	0.000329973	-175.926
-0.000383379	6.2943e-05	0.000382425	170.322
-0.000373842	5.24523e-05	0.000419619	173.958
-0.000270845	2.28883e-05	0.000287058	163.938
-0.000197412	4.95913e-05	0.000218392	169.494
-0.000164033	-5.43597e-05	0.000215531	-147.306
-0.000227929	-3.91009e-05	0.000268938	-157.284
-0.00016594	-1.33515e-05	0.000132562	-151.962
2.86104e-06	-2.00273e-05	3.24252e-05	146.31
-0.000123979	-2.76567e-05	0.000156404	163.44
-0.000160218	-9.53682e-07	0.000222207	-171.264
