X 	 Y 	 R 	 theta 

-0.00029278	0.00016594	0.000250818	141.3
-0.000317575	2.86103e-05	0.000267984	162.72
-0.000272753	6.77113e-05	0.00030327	178.14
-0.000307085	-1.33515e-05	0.000282289	178.14
-0.000262262	4.29156e-05	0.000271799	173.256
-0.00023079	6.67575e-06	0.000277521	179.328
-0.000229836	0.000102997	0.000289919	157.716
-0.000399591	0.00011158	0.000464441	164.316
-0.000223161	2.86104e-06	0.000231744	155.154
-0.000249865	0.000121117	0.000365259	155.682
-0.000280382	-8.67848e-05	0.00023842	-177.474
-0.000226022	-2.3842e-05	0.000223161	-171.804
-0.00029278	3.52862e-05	0.000267031	150.96
-0.000210763	1.81199e-05	0.000247957	-172.626
-0.000268938	6.8665e-05	0.000181199	172.998
-0.000211717	-7.62945e-06	0.000284197	164.418
-0.000282289	9.15532e-05	0.000269892	170.352
-0.000263216	-7.91554e-05	0.000245096	175.89
-0.000315668	1.90736e-05	0.000242234	156.846
-0.000208856	-9.53682e-07	0.000185014	136.386
-0.000270845	9.44142e-05	0.000320436	149.238
-0.000164033	8.10628e-05	0.0003109	150.126
-0.000408174	0.000176431	0.000454905	159.072
-0.000298502	0.000130654	0.000353815	163.158
-0.000225068	2.6703e-05	0.000309946	176.208
-0.00029278	6.77113e-05	0.000261309	162.42
-0.000228883	8.10628e-05	0.000222207	155.034
-0.000288012	-1.33515e-05	0.00033951	-161.496
-0.000180245	2.86104e-06	0.000258448	172.932
-0.00033951	9.82289e-05	0.000353815	175.434
-0.000133515	0.000132562	0.000159265	146.976
-0.000270845	9.34605e-05	0.00019455	165.912
-0.000407221	0.000145913	0.000459673	160.158
-0.000398638	1.90736e-05	0.000298502	165.822
-0.000326158	2.19346e-05	0.000251772	178.416
-0.000271799	9.53679e-05	0.000326158	170.34
-0.000200273	7.43871e-05	0.000260355	163.476
-0.000278475	0.000164033	0.000337603	151.47
-0.00040436	2.57493e-05	0.000373842	167.1
-0.000267031	0.000100136	0.000273706	165.342
-0.000297548	9.72752e-05	0.000355722	165.468
-0.000233651	6.5804e-05	0.000300409	158.352
-0.000301363	4.48229e-05	0.000261309	172.506
-0.00023079	4.86376e-05	0.000181199	167.592
-0.000253679	7.91554e-05	0.000195504	154.158
-0.000205995	1.04905e-05	0.000227929	-178.29
-0.000382425	4.10082e-05	0.000406267	171.258
-0.00021267	3.62399e-05	0.000290873	-178.212
-0.000349047	1.04905e-05	0.000309946	176.328
-0.000290873	8.48775e-05	0.000311853	149.622
-0.000306131	5.0545e-05	0.000253679	172.878
-0.000233651	6.8665e-05	0.000174523	144.204
-0.000236512	-9.53682e-07	0.000243188	161.514
-0.000210763	3.62399e-05	0.000245096	-173.454
-0.000223161	3.91009e-05	0.000265123	-171.294
-0.000267984	-2.47956e-05	0.000249865	178.68
-0.000131608	7.05724e-05	0.000163079	143.352
-0.000281336	-0.000112534	0.00026417	-165.582
-0.000177384	0.00010109	0.000277521	156.942
-0.000330927	-4.00546e-05	0.000277521	-173.13
-0.000178338	0.000112534	0.000215531	162.336
-0.00026417	-9.53682e-07	0.000300409	171.528
-0.000203134	0.000110627	0.000254633	179.25
-0.00032139	9.15532e-05	0.000323297	161.754
-0.000259401	6.77113e-05	0.000322344	163.14
-0.000268938	-9.53682e-07	0.000307085	176.436
-0.000266077	-2.86104e-06	0.000175477	-157.824
-0.000248911	-7.34334e-05	0.000226975	-170.316
-0.000300409	8.77385e-05	0.000353815	151.764
-0.000283243	8.39238e-05	0.000241281	179.448
-0.000159265	0.000129701	0.000199319	148.014
-0.000338556	1.90736e-06	0.000337603	-175.98
-0.000269892	1.23978e-05	0.000276567	-178.734
-0.000237466	8.20165e-05	0.000231744	171.438
-0.000322344	5.81744e-05	0.000293734	155.652
-0.000247004	5.53133e-05	0.00030327	174.15
-0.000305178	2.3842e-05	0.000257494	161.418
-0.000200273	8.58312e-05	0.000185967	-173.43
-0.000237466	0.0	0.00025654	174.402
-0.000277521	6.2943e-05	0.000288965	164.976
-0.00023842	6.67575e-06	0.000293734	177.204
