Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,searching for the GaP signal, ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 24dB, waiting time= 1.0s, sensitivity=20mV
1.9512	7.6	5.0701879999999996e-11	-2.76567e-05	1.23978e-05	3.05178e-05	146.634
3.5951	7.604	5.07285652e-11	-6.67575e-06	5.72208e-06	1.33515e-05	142.698
5.4119	7.608	5.075525039999999e-11	4.10082e-05	2.86103e-05	4.86376e-05	30.144
6.9621	7.612	5.07819356e-11	-2.86104e-06	-1.33515e-05	1.14442e-05	-61.926
8.5093	7.616	5.0808620799999996e-11	0.0	1.23978e-05	1.23978e-05	79.992
10.0617	7.62	5.0835306e-11	5.72208e-06	-1.43052e-05	1.71663e-05	-71.568
11.6307	7.624	5.086199119999999e-11	1.04905e-05	-9.5368e-06	6.67575e-06	-113.964
13.1755	7.628	5.0888676399999997e-11	-9.53682e-07	7.62945e-06	7.62945e-06	81.252
14.7342	7.632	5.0915361599999995e-11	3.14715e-05	1.23978e-05	3.71935e-05	20.898
16.2977	7.636	5.09420468e-11	0.0	-3.81473e-06	2.86104e-06	-161.568
18.1177	7.64	5.0968732e-11	-9.5368e-06	3.81473e-06	3.81473e-06	-168.69
19.6692	7.644	5.0995417199999996e-11	-4.7684e-06	1.04905e-05	1.23978e-05	117.9
21.493	7.648	5.1022102399999994e-11	-1.62126e-05	2.86103e-05	3.33788e-05	127.092
23.0625	7.652	5.10487876e-11	-6.67575e-06	-4.7684e-06	4.7684e-06	-129.804
24.6425	7.656	5.10754728e-11	1.90736e-05	-4.7684e-06	1.90736e-05	-17.82
26.2001	7.66	5.1102157999999995e-11	-1.23978e-05	-1.81199e-05	2.28883e-05	-121.506
27.7463	7.664	5.1128843199999993e-11	3.14715e-05	-4.7684e-06	3.05178e-05	-1.218
29.2828	7.668	5.11555284e-11	-3.05178e-05	8.58313e-06	3.52862e-05	168.276
30.8341	7.672	5.1182213599999996e-11	9.5368e-06	3.81473e-06	1.23978e-05	15.948
32.3864	7.676	5.12088988e-11	1.04905e-05	-4.7684e-06	1.52589e-05	-16.26
34.2094	7.68	5.123558399999999e-11	-3.62399e-05	0.0	2.57493e-05	168.024
35.7729	7.684	5.12622692e-11	7.62945e-06	9.5368e-06	1.43052e-05	68.196
37.5942	7.688	5.1288954399999996e-11	9.53682e-07	-4.00546e-05	4.57766e-05	-87.708
39.1796	7.692	5.13156396e-11	3.05178e-05	1.23978e-05	3.24252e-05	6.204
40.7281	7.696	5.13423248e-11	-2.86104e-06	1.62126e-05	1.43052e-05	81.03
42.2928	7.7	5.1369009999999997e-11	1.04905e-05	-6.67575e-06	4.7684e-06	-99.462
43.8632	7.704	5.1395695199999995e-11	-2.76567e-05	-1.90736e-05	3.43325e-05	-144.834
45.4322	7.708	5.14223804e-11	2.28883e-05	-1.33515e-05	2.9564e-05	-25.464
47.0194	7.712	5.14490656e-11	1.43052e-05	5.53133e-05	6.19893e-05	75.426
48.5847	7.716	5.1475750799999996e-11	-3.05178e-05	1.90736e-06	2.86103e-05	172.056
50.4196	7.72	5.1502435999999994e-11	-4.7684e-06	-2.0981e-05	2.00273e-05	-106.506
51.9699	7.724	5.15291212e-11	5.72208e-06	-5.72208e-06	8.58313e-06	-8.748
53.7641	7.728	5.15558064e-11	-3.33788e-05	2.57493e-05	4.38693e-05	137.34
55.335	7.732	5.15824916e-11	2.57493e-05	-9.5368e-06	3.14715e-05	-28.608
56.8817	7.736	5.1609176799999993e-11	1.90736e-06	3.81473e-06	3.81473e-06	128.658
58.4519	7.74	5.1635862e-11	-2.00273e-05	-1.90736e-05	2.19346e-05	-133.668
59.9835	7.744	5.1662547199999996e-11	-6.67575e-06	6.67575e-06	8.58313e-06	155.556
61.5315	7.748	5.16892324e-11	9.5368e-06	-2.6703e-05	2.76567e-05	-65.322
63.071	7.752	5.17159176e-11	4.7684e-06	0.0	9.53682e-07	-123.69
64.6497	7.756	5.17426028e-11	-1.33515e-05	1.90736e-06	1.23978e-05	177.276
66.4737	7.76	5.1769287999999995e-11	1.23978e-05	-2.86104e-06	7.62945e-06	8.13
68.0474	7.764	5.17959732e-11	3.71935e-05	-3.81473e-06	3.33788e-05	-3.366
69.8696	7.768	5.18226584e-11	-1.14442e-05	-3.81473e-06	7.62945e-06	-147.996
71.4356	7.772	5.1849343599999997e-11	-1.33515e-05	0.0	1.23978e-05	-158.748
73.033	7.776	5.1876028799999995e-11	3.81473e-06	-1.04905e-05	1.43052e-05	-101.688
74.6028	7.78	5.1902714e-11	-7.62945e-06	4.10082e-05	4.38693e-05	106.536
76.171	7.784	5.19293992e-11	-2.28883e-05	-1.71663e-05	2.19346e-05	-135.0
77.7363	7.788	5.19560844e-11	-2.76567e-05	8.58313e-06	3.71935e-05	169.44
79.2851	7.792	5.1982769599999994e-11	0.0	-1.23978e-05	1.14442e-05	-96.342
80.8363	7.796	5.20094548e-11	1.23978e-05	-9.53682e-07	1.43052e-05	7.434
82.6479	7.8	5.203614e-11	-3.81473e-06	-4.57766e-05	4.48229e-05	-96.708
84.2125	7.804	5.20628252e-11	4.76839e-05	-6.67575e-06	4.57766e-05	-4.206
86.052	7.808	5.208951039999999e-11	1.71663e-05	-1.62126e-05	2.19346e-05	-52.122
87.6197	7.812	5.21161956e-11	3.81473e-06	-2.9564e-05	2.9564e-05	-67.962
89.1985	7.816	5.2142880799999996e-11	-1.04905e-05	2.57493e-05	2.76567e-05	119.58
91.0255	7.82	5.2169566e-11	8.58313e-06	-1.43052e-05	1.52589e-05	-70.02
92.5854	7.824	5.21962512e-11	2.86104e-06	3.24252e-05	3.33788e-05	80.364
94.3907	7.828	5.22229364e-11	-1.90736e-06	-3.62399e-05	3.43325e-05	-94.482
95.9492	7.832	5.2249621599999995e-11	-1.81199e-05	0.0	2.19346e-05	-178.494
97.5013	7.836	5.22763068e-11	1.04905e-05	6.67575e-06	1.52589e-05	35.538
99.0635	7.84	5.2302992e-11	-3.14715e-05	-2.6703e-05	3.91009e-05	-135.0
100.6364	7.844	5.2329677199999996e-11	-4.38693e-05	-1.62126e-05	5.0545e-05	-167.394
102.2029	7.848	5.2356362399999995e-11	5.72208e-06	-3.71935e-05	3.71935e-05	-87.138
103.7525	7.852	5.23830476e-11	-1.71663e-05	7.62945e-06	1.90736e-05	147.804
105.3469	7.856	5.24097328e-11	3.81473e-06	-3.24252e-05	2.9564e-05	-83.208
107.1718	7.86	5.2436418e-11	5.72208e-06	1.43052e-05	1.43052e-05	74.052
108.7216	7.864	5.2463103199999994e-11	-9.5368e-06	-9.5368e-06	8.58313e-06	-131.634
110.5439	7.868	5.24897884e-11	3.52862e-05	-1.62126e-05	3.52862e-05	-20.172
112.1009	7.872	5.2516473599999997e-11	9.5368e-06	-1.33515e-05	1.62126e-05	-43.266
113.6499	7.876	5.25431588e-11	-2.28883e-05	9.5368e-06	1.90736e-05	150.522
115.2153	7.88	5.2569844e-11	-9.53682e-07	-3.62399e-05	3.81472e-05	-88.152
116.7866	7.884	5.25965292e-11	-2.3842e-05	-4.48229e-05	4.67303e-05	-115.068
118.334	7.888	5.2623214399999996e-11	-1.33515e-05	1.23978e-05	1.71663e-05	136.638
119.8987	7.892	5.26498996e-11	5.0545e-05	-6.67575e-06	5.43597e-05	-3.33
121.4331	7.896	5.26765848e-11	2.47956e-05	-1.33515e-05	2.6703e-05	-32.904
122.9881	7.9	5.270327e-11	-1.81199e-05	9.53682e-07	1.62126e-05	-177.612
124.5417	7.904	5.2729955199999995e-11	-2.47956e-05	3.52862e-05	4.57766e-05	128.016
126.1224	7.908	5.27566404e-11	-2.00273e-05	1.04905e-05	2.28883e-05	160.02
127.7074	7.912	5.27833256e-11	-2.0981e-05	-2.28883e-05	3.33788e-05	-138.096
129.273	7.916	5.28100108e-11	-1.23978e-05	1.90736e-05	2.19346e-05	122.196
130.8567	7.92	5.2836695999999994e-11	-9.53682e-07	-8.58313e-06	7.62945e-06	-68.964
132.4063	7.924	5.28633812e-11	6.67575e-06	-2.86104e-06	1.04905e-05	-22.38
133.9901	7.928	5.28900664e-11	6.67575e-06	-4.7684e-06	3.81473e-06	-110.556
135.5381	7.932	5.29167516e-11	2.28883e-05	3.05178e-05	3.91009e-05	53.328
137.1129	7.936	5.2943436799999994e-11	-4.7684e-06	2.86103e-05	2.76567e-05	101.04
138.6607	7.94	5.2970122e-11	-1.23978e-05	9.5368e-06	1.71663e-05	160.908
140.2286	7.944	5.2996807199999997e-11	2.47956e-05	-2.47956e-05	3.52862e-05	-45.762
141.7767	7.948	5.30234924e-11	-1.71663e-05	-9.53682e-07	1.90736e-05	-168.69
143.3807	7.952	5.30501776e-11	-5.53133e-05	5.72208e-06	5.53133e-05	170.994
144.9301	7.956	5.30768628e-11	-2.3842e-05	1.23978e-05	2.19346e-05	133.728
146.5129	7.96	5.3103547999999996e-11	-2.28883e-05	2.9564e-05	4.10082e-05	135.0
148.0636	7.964	5.31302332e-11	1.43052e-05	0.0	1.62126e-05	2.118
149.6335	7.968	5.31569184e-11	-1.23978e-05	2.19346e-05	2.76567e-05	124.044
151.1915	7.972	5.31836036e-11	2.28883e-05	1.52589e-05	2.3842e-05	28.176
152.7669	7.976	5.3210288799999995e-11	0.0	-2.28883e-05	2.0981e-05	-59.352
154.3129	7.98	5.3236974e-11	2.00273e-05	-2.76567e-05	3.52862e-05	-43.494
155.8988	7.984	5.32636592e-11	-1.04905e-05	3.81473e-06	5.72208e-06	172.878
157.4484	7.988	5.32903444e-11	-2.0981e-05	0.0	1.90736e-05	165.966
159.0131	7.992	5.3317029599999994e-11	-1.14442e-05	1.52589e-05	1.90736e-05	137.862
160.5673	7.996	5.33437148e-11	-3.71935e-05	2.3842e-05	4.29156e-05	150.138
162.3769	8.0	5.33704e-11	-1.90736e-06	-6.67575e-06	7.62945e-06	-77.904
163.9453	8.004	5.3397085199999995e-11	-1.71663e-05	1.23978e-05	2.00273e-05	145.788
165.5112	8.008	5.3423770399999994e-11	-6.5804e-05	2.9564e-05	7.05724e-05	154.884
167.0574	8.012	5.34504556e-11	-3.33788e-05	2.86104e-06	3.24252e-05	176.496
168.6465	8.016	5.3477140799999996e-11	-2.47956e-05	3.81473e-06	2.19346e-05	156.798
170.2056	8.02	5.3503825999999995e-11	-1.23978e-05	-3.14715e-05	3.62399e-05	-123.426
171.7816	8.024	5.353051119999999e-11	-1.33515e-05	1.43052e-05	2.57493e-05	118.926
173.3312	8.028	5.35571964e-11	3.05178e-05	3.81473e-06	2.6703e-05	15.126
175.1311	8.032	5.3583881599999996e-11	3.81473e-06	-2.3842e-05	2.57493e-05	-77.622
176.7069	8.036	5.3610566799999994e-11	-3.14715e-05	1.33515e-05	3.71935e-05	143.496
178.2657	8.04	5.363725199999999e-11	1.52589e-05	0.0	1.33515e-05	14.742
179.8166	8.044	5.3663937200000003e-11	-4.7684e-06	-9.5368e-06	1.23978e-05	-142.596
181.6297	8.048	5.3690622399999995e-11	-1.71663e-05	-1.81199e-05	2.19346e-05	-132.396
183.2116	8.052	5.371730759999999e-11	1.23978e-05	1.23978e-05	1.23978e-05	112.836
184.7771	8.056	5.374399279999999e-11	-1.62126e-05	2.3842e-05	2.86103e-05	118.392
186.3431	8.06	5.3770678e-11	-2.86104e-06	-1.23978e-05	1.23978e-05	-67.164
187.9112	8.064	5.37973632e-11	1.14442e-05	1.14442e-05	1.90736e-05	37.236
189.4752	8.068	5.382404839999999e-11	-3.62399e-05	-2.3842e-05	4.86376e-05	-148.782
191.0265	8.072	5.385073359999999e-11	2.28883e-05	-7.62945e-06	2.57493e-05	-22.068
192.6323	8.076	5.38774188e-11	-1.90736e-06	2.00273e-05	2.28883e-05	105.522
194.4346	8.08	5.3904104e-11	9.5368e-06	-2.86104e-06	4.7684e-06	-53.13
196.0232	8.084	5.393078919999999e-11	2.28883e-05	-1.43052e-05	2.00273e-05	-45.0
197.5863	8.088	5.395747439999999e-11	-1.71663e-05	-2.86104e-06	2.0981e-05	-165.174
199.133	8.092	5.39841596e-11	5.72208e-06	1.33515e-05	1.52589e-05	57.726
200.6878	8.096	5.40108448e-11	-2.9564e-05	-9.5368e-06	2.86103e-05	-167.622
202.2408	8.1	5.403753e-11	-1.90736e-06	-2.86104e-06	4.7684e-06	-75.966
203.8349	8.104	5.406421519999999e-11	-1.62126e-05	-9.53682e-07	5.72208e-06	-168.69
205.3862	8.108	5.40909004e-11	1.52589e-05	1.43052e-05	1.90736e-05	53.532
207.233	8.112	5.41175856e-11	1.33515e-05	-6.67575e-06	1.43052e-05	-35.838
208.7822	8.116	5.4144270799999997e-11	-1.04905e-05	2.19346e-05	2.3842e-05	103.326
210.3656	8.12	5.4170955999999995e-11	-1.62126e-05	1.52589e-05	1.90736e-05	123.69
211.9629	8.124	5.41976412e-11	-1.23978e-05	-9.53682e-07	8.58313e-06	-142.122
213.7869	8.128	5.42243264e-11	2.00273e-05	1.52589e-05	2.86103e-05	21.57
215.337	8.132	5.4251011599999996e-11	1.81199e-05	-1.04905e-05	2.00273e-05	-22.482
216.9057	8.136	5.4277696799999994e-11	-3.81473e-06	-1.33515e-05	1.62126e-05	-77.904
218.4838	8.14	5.4304382e-11	6.67575e-06	3.81473e-06	1.71663e-05	-1.788
220.0571	8.144	5.43310672e-11	2.9564e-05	1.90736e-06	3.14715e-05	14.322
221.632	8.148	5.4357752399999995e-11	3.24252e-05	2.86104e-06	3.05178e-05	7.764
223.2386	8.152	5.4384437599999993e-11	-1.90736e-06	-1.90736e-06	2.86104e-06	-38.658
224.819	8.156	5.44111228e-11	-8.58313e-06	1.52589e-05	2.19346e-05	111.252
226.6383	8.16	5.4437807999999996e-11	-9.53682e-07	-1.14442e-05	1.04905e-05	-90.0
228.1761	8.164	5.4464493199999994e-11	-2.0981e-05	5.72208e-06	2.19346e-05	165.582
229.7418	8.168	5.449117839999999e-11	-5.14986e-05	1.71663e-05	5.53133e-05	158.07
231.2968	8.172	5.4517863600000004e-11	0.0	1.33515e-05	1.33515e-05	81.87
232.8447	8.176	5.4544548799999996e-11	-4.7684e-06	2.19346e-05	2.00273e-05	102.096
234.4262	8.18	5.4571233999999994e-11	-4.7684e-06	-4.7684e-06	1.43052e-05	-155.376
236.044	8.184	5.459791919999999e-11	2.86103e-05	-3.33788e-05	4.95913e-05	-49.638
237.5943	8.188	5.46246044e-11	-4.19619e-05	-1.62126e-05	4.19619e-05	-156.318
239.433	8.192	5.46512896e-11	-2.0981e-05	-1.14442e-05	2.47956e-05	-133.092
241.0037	8.196	5.467797479999999e-11	2.47956e-05	-1.52589e-05	3.05178e-05	-22.716
242.5576	8.2	5.470465999999999e-11	2.86104e-06	-5.72208e-06	5.72208e-06	-85.236
