Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,searching for the GaP signal, ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 24dB, waiting time= 1.0s, sensitivity=20mV
1.5183	7.7	5.1369009999999997e-11	1.62126e-05	-3.81472e-05	4.19619e-05	-60.594
3.138	7.704	5.1395695199999995e-11	9.53682e-07	-7.62945e-06	8.58313e-06	-45.0
4.7234	7.708	5.14223804e-11	1.23978e-05	2.28883e-05	2.57493e-05	49.572
6.3038	7.712	5.14490656e-11	3.81473e-06	2.86104e-06	7.62945e-06	-47.292
7.8544	7.716	5.1475750799999996e-11	4.19619e-05	4.10082e-05	6.19893e-05	44.568
9.6734	7.72	5.1502435999999994e-11	1.23978e-05	-1.62126e-05	2.00273e-05	-30.648
11.2591	7.724	5.15291212e-11	3.81473e-06	-2.57493e-05	2.19346e-05	-67.518
13.088	7.728	5.15558064e-11	-7.62945e-06	-8.58313e-06	1.33515e-05	-124.38
14.6366	7.732	5.15824916e-11	0.0	-1.81199e-05	1.71663e-05	-70.2
16.2196	7.736	5.1609176799999993e-11	6.67575e-06	-1.90736e-06	3.81473e-06	9.462
17.782	7.74	5.1635862e-11	-3.81473e-06	-3.14715e-05	2.76567e-05	-106.992
19.3538	7.744	5.1662547199999996e-11	1.90736e-05	1.23978e-05	1.90736e-05	36.468
20.9359	7.748	5.16892324e-11	-1.71663e-05	-2.00273e-05	2.3842e-05	-125.538
22.5001	7.752	5.17159176e-11	-1.23978e-05	1.33515e-05	1.62126e-05	112.248
24.0655	7.756	5.17426028e-11	3.05178e-05	2.0981e-05	3.52862e-05	31.536
25.8759	7.76	5.1769287999999995e-11	1.52589e-05	-3.05178e-05	3.24252e-05	-58.626
27.4755	7.764	5.17959732e-11	-7.62945e-06	-7.62945e-06	1.04905e-05	-128.16
29.3035	7.768	5.18226584e-11	4.19619e-05	-2.00273e-05	4.57766e-05	-28.41
30.8844	7.772	5.1849343599999997e-11	-2.86103e-05	1.04905e-05	3.14715e-05	145.098
32.4848	7.776	5.1876028799999995e-11	-1.33515e-05	-7.62945e-06	1.04905e-05	-161.568
34.0327	7.78	5.1902714e-11	2.86104e-06	8.58313e-06	8.58313e-06	53.13
35.5959	7.784	5.19293992e-11	0.0	0.0	5.72208e-06	147.528
37.1624	7.788	5.19560844e-11	-2.9564e-05	1.90736e-06	2.6703e-05	171.468
38.7201	7.792	5.1982769599999994e-11	2.9564e-05	-4.7684e-06	3.24252e-05	-7.668
40.3025	7.796	5.20094548e-11	5.0545e-05	-1.62126e-05	5.53133e-05	-11.85
42.1027	7.8	5.203614e-11	1.90736e-06	7.62945e-06	8.58313e-06	90.0
43.6546	7.804	5.20628252e-11	1.71663e-05	2.86103e-05	3.24252e-05	69.306
45.4954	7.808	5.208951039999999e-11	-2.86103e-05	-4.10082e-05	5.0545e-05	-109.56
47.0936	7.812	5.21161956e-11	4.7684e-06	3.33788e-05	2.9564e-05	79.284
48.6522	7.816	5.2142880799999996e-11	1.62126e-05	-2.28883e-05	2.57493e-05	-46.08
50.4732	7.82	5.2169566e-11	9.5368e-06	-2.47956e-05	2.6703e-05	-62.82
52.0238	7.824	5.21962512e-11	-9.5368e-06	-2.00273e-05	2.0981e-05	-107.352
53.8563	7.828	5.22229364e-11	1.23978e-05	2.86104e-06	1.04905e-05	49.086
55.4583	7.832	5.2249621599999995e-11	3.81472e-05	1.90736e-06	4.38693e-05	7.542
56.9888	7.836	5.22763068e-11	0.0	-2.3842e-05	2.00273e-05	-87.882
58.5754	7.84	5.2302992e-11	9.5368e-06	2.86103e-05	3.62399e-05	76.866
60.1254	7.844	5.2329677199999996e-11	3.14715e-05	-2.57493e-05	4.29156e-05	-41.424
61.6824	7.848	5.2356362399999995e-11	1.71663e-05	-6.67575e-06	2.19346e-05	-18.432
63.2327	7.852	5.23830476e-11	1.04905e-05	-1.14442e-05	1.52589e-05	-30.066
64.7928	7.856	5.24097328e-11	1.23978e-05	2.86104e-06	1.04905e-05	0.0
66.6014	7.86	5.2436418e-11	1.04905e-05	-4.7684e-06	1.04905e-05	-18.432
68.1903	7.864	5.2463103199999994e-11	1.71663e-05	-3.71935e-05	3.91009e-05	-70.02
70.0138	7.868	5.24897884e-11	3.33788e-05	-4.7684e-06	3.43325e-05	-14.856
71.5759	7.872	5.2516473599999997e-11	1.81199e-05	1.23978e-05	1.71663e-05	45.0
73.1652	7.876	5.25431588e-11	-7.62945e-06	-4.57766e-05	4.67303e-05	-95.478
74.7282	7.88	5.2569844e-11	1.71663e-05	0.0	1.43052e-05	-30.066
76.2851	7.884	5.25965292e-11	1.33515e-05	-1.04905e-05	1.62126e-05	-45.0
77.8671	7.888	5.2623214399999996e-11	-9.53682e-07	-1.04905e-05	1.23978e-05	-76.608
79.4328	7.892	5.26498996e-11	-2.47956e-05	3.81473e-06	2.57493e-05	167.004
81.0145	7.896	5.26765848e-11	1.33515e-05	-7.62945e-06	2.00273e-05	-22.992
82.825	7.9	5.270327e-11	0.0	1.71663e-05	2.0981e-05	62.742
84.4058	7.904	5.2729955199999995e-11	2.28883e-05	-4.00546e-05	4.48229e-05	-61.188
86.2118	7.908	5.27566404e-11	0.0	0.0	0.0	-71.568
87.7578	7.912	5.27833256e-11	0.0	2.57493e-05	2.47956e-05	71.076
89.3467	7.916	5.28100108e-11	1.33515e-05	-2.47956e-05	3.33788e-05	-51.954
90.8945	7.92	5.2836695999999994e-11	-1.52589e-05	-6.67575e-06	1.71663e-05	-143.532
92.4479	7.924	5.28633812e-11	-1.23978e-05	1.71663e-05	2.0981e-05	122.196
94.001	7.928	5.28900664e-11	0.0	-4.19619e-05	4.19619e-05	-92.604
95.5836	7.932	5.29167516e-11	3.81473e-06	-4.7684e-06	3.81473e-06	-96.342
97.1443	7.936	5.2943436799999994e-11	1.52589e-05	-1.81199e-05	2.47956e-05	-58.296
98.9541	7.94	5.2970122e-11	1.71663e-05	1.04905e-05	1.81199e-05	38.658
100.5241	7.944	5.2996807199999997e-11	-1.62126e-05	3.81473e-06	1.81199e-05	155.856
102.3599	7.948	5.30234924e-11	-5.72208e-06	-1.81199e-05	1.90736e-05	-102.726
103.9284	7.952	5.30501776e-11	-9.53682e-07	-1.90736e-06	3.81473e-06	6.342
105.4945	7.956	5.30768628e-11	-1.33515e-05	-2.00273e-05	2.0981e-05	-113.964
107.081	7.96	5.3103547999999996e-11	-2.6703e-05	1.23978e-05	2.86103e-05	154.026
108.6285	7.964	5.31302332e-11	-9.5368e-06	-1.14442e-05	1.62126e-05	-155.376
110.2151	7.968	5.31569184e-11	1.62126e-05	1.52589e-05	2.47956e-05	37.746
111.767	7.972	5.31836036e-11	-7.62945e-06	1.14442e-05	1.43052e-05	125.838
113.3472	7.976	5.3210288799999995e-11	-9.5368e-06	-2.6703e-05	2.76567e-05	-111.036
114.895	7.98	5.3236974e-11	1.90736e-06	1.81199e-05	1.81199e-05	83.886
116.4959	7.984	5.32636592e-11	-5.72208e-06	-1.33515e-05	1.23978e-05	-67.62
118.0482	7.988	5.32903444e-11	1.62126e-05	-1.14442e-05	1.81199e-05	-45.0
