Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence with Filter (NE07A-B), ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 18dB, waiting time= 0.9s, sensitivity=20mV
1.9628	7.85	5.2369704999999994e-11	-2.47956e-05	-4.29156e-05	5.0545e-05	-128.538
3.4982	7.854	5.23963902e-11	4.7684e-06	1.43052e-05	2.19346e-05	71.112
5.2421	7.858	5.2423075399999997e-11	3.52862e-05	3.05178e-05	4.48229e-05	37.044
6.7456	7.862	5.2449760599999995e-11	-2.76567e-05	1.90736e-05	2.86103e-05	137.046
8.2489	7.866	5.247644579999999e-11	5.72208e-06	-1.23978e-05	1.23978e-05	-59.742
9.7202	7.87	5.2503131e-11	-4.67303e-05	-8.58313e-06	4.19619e-05	-169.608
11.2236	7.874	5.2529816199999996e-11	2.00273e-05	-1.90736e-06	1.90736e-05	11.31
12.7101	7.878	5.25565014e-11	0.0	1.52589e-05	1.90736e-05	109.98
14.1971	7.882	5.258318659999999e-11	1.71663e-05	1.90736e-06	1.14442e-05	-18.432
15.6851	7.886	5.26098718e-11	-5.3406e-05	-2.0981e-05	5.3406e-05	-155.07
17.445	7.89	5.2636556999999995e-11	1.90736e-06	-6.67575e-06	4.7684e-06	-81.87
18.9471	7.894	5.26632422e-11	-6.67575e-06	3.81473e-06	7.62945e-06	155.556
20.7066	7.898	5.26899274e-11	4.19619e-05	-2.00273e-05	4.76839e-05	-25.842
22.1949	7.902	5.2716612599999996e-11	6.38966e-05	-6.67575e-06	6.19893e-05	-4.5
23.6976	7.906	5.2743297799999994e-11	5.72208e-06	7.62945e-06	1.04905e-05	60.642
25.2003	7.91	5.2769983e-11	3.52862e-05	-2.28883e-05	2.9564e-05	-39.804
26.7046	7.914	5.27966682e-11	-2.86104e-06	1.33515e-05	1.04905e-05	111.036
28.1914	7.918	5.2823353399999995e-11	2.86104e-06	7.62945e-06	5.72208e-06	53.13
29.6793	7.922	5.2850038599999994e-11	5.72208e-06	3.71935e-05	3.71935e-05	95.292
31.1814	7.926	5.28767238e-11	1.90736e-05	2.6703e-05	2.86103e-05	66.57
