Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence with Filter (NE09A-B), ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 18dB, waiting time= 0.9s, sensitivity=20mV
1.8822	8.5	5.670605e-11	4.95913e-05	2.3842e-05	5.72207e-05	25.986
3.3928	8.504	5.6732735199999996e-11	3.81473e-06	-3.62399e-05	3.71935e-05	-72.822
4.8612	8.508	5.675942039999999e-11	3.62399e-05	-2.9564e-05	5.53133e-05	-32.418
6.3485	8.512	5.67861056e-11	2.0981e-05	1.04905e-05	2.86103e-05	-9.636
7.8352	8.516	5.68127908e-11	-7.62945e-06	-3.33788e-05	3.24252e-05	-90.0
9.5489	8.52	5.6839475999999996e-11	-1.23978e-05	3.05178e-05	3.24252e-05	115.02
10.9982	8.524	5.6866161199999994e-11	4.38693e-05	-5.3406e-05	6.5804e-05	-49.266
12.4559	8.528	5.68928464e-11	2.3842e-05	6.38966e-05	6.77113e-05	58.734
13.9607	8.532	5.69195316e-11	4.76839e-05	4.67303e-05	6.48503e-05	30.3
15.4314	8.536	5.6946216799999995e-11	6.67575e-06	-2.86104e-06	6.67575e-06	18.432
16.9037	8.54	5.697290199999999e-11	9.5368e-06	3.71935e-05	3.43325e-05	85.134
18.3754	8.544	5.69995872e-11	2.0981e-05	-2.9564e-05	3.43325e-05	-54.726
20.0821	8.548	5.7026272399999996e-11	-2.28883e-05	1.90736e-05	2.19346e-05	139.398
21.5526	8.552	5.7052957599999994e-11	2.3842e-05	1.90736e-06	1.81199e-05	16.926
23.0398	8.556	5.707964279999999e-11	2.28883e-05	1.04905e-05	2.19346e-05	43.83
24.5274	8.56	5.7106328000000004e-11	-6.67575e-06	-2.86104e-06	5.72208e-06	147.528
26.0025	8.564	5.7133013199999995e-11	2.3842e-05	1.52589e-05	3.24252e-05	31.326
27.7333	8.568	5.7159698399999994e-11	1.71663e-05	-1.71663e-05	2.86103e-05	-49.896
29.2038	8.572	5.718638359999999e-11	4.57766e-05	1.62126e-05	4.38693e-05	26.562
30.6749	8.576	5.72130688e-11	2.86104e-06	3.81473e-06	1.23978e-05	20.856
32.4108	8.58	5.7239753999999995e-11	2.3842e-05	1.52589e-05	2.19346e-05	29.052
33.898	8.584	5.726643919999999e-11	1.71663e-05	-4.7684e-06	1.52589e-05	-27.756
35.3366	8.588	5.729312439999999e-11	3.91009e-05	3.81473e-06	5.0545e-05	8.328
36.8155	8.592	5.73198096e-11	1.71663e-05	1.14442e-05	2.19346e-05	16.392
38.2864	8.596	5.73464948e-11	5.24523e-05	8.58313e-06	5.0545e-05	8.346
40.03	8.6	5.737317999999999e-11	1.23978e-05	-1.81199e-05	2.86103e-05	-62.928
41.478	8.604	5.739986519999999e-11	3.91009e-05	2.9564e-05	5.0545e-05	40.194
42.9569	8.608	5.74265504e-11	1.62126e-05	1.52589e-05	2.6703e-05	41.424
44.4377	8.612	5.74532356e-11	1.33515e-05	1.23978e-05	2.28883e-05	45.0
45.913	8.616	5.74799208e-11	2.86103e-05	-6.8665e-05	7.05724e-05	-63.438
47.3636	8.62	5.750660599999999e-11	-2.28883e-05	-2.00273e-05	2.9564e-05	-132.36
48.8236	8.624	5.75332912e-11	1.43052e-05	-5.24523e-05	5.43597e-05	-82.362
50.5543	8.628	5.75599764e-11	1.52589e-05	-6.67575e-06	8.58313e-06	5.196
52.0371	8.632	5.75866616e-11	3.43325e-05	-4.7684e-06	3.52862e-05	-6.228
53.492	8.636	5.761334679999999e-11	-7.62945e-06	-6.67575e-06	1.33515e-05	-157.752
54.9611	8.64	5.7640032e-11	3.62399e-05	5.72208e-06	2.86103e-05	12.996
56.431	8.644	5.76667172e-11	1.33515e-05	7.62945e-06	1.23978e-05	45.0
58.1513	8.648	5.7693402399999996e-11	4.38693e-05	-2.9564e-05	4.76839e-05	-50.598
59.6013	8.652	5.7720087599999994e-11	6.67575e-06	2.00273e-05	1.90736e-05	97.854
61.0775	8.656	5.77467728e-11	1.04905e-05	-1.62126e-05	1.71663e-05	-62.448
62.8159	8.66	5.7773458e-11	1.04905e-05	-9.5368e-06	9.5368e-06	-61.392
64.272	8.664	5.7800143199999996e-11	3.91009e-05	2.28883e-05	3.91009e-05	41.466
65.7267	8.668	5.7826828399999994e-11	1.71663e-05	-2.6703e-05	2.86103e-05	-78.18
67.2015	8.672	5.78535136e-11	2.3842e-05	1.62126e-05	2.86103e-05	34.776
